time_hours,irf
0.0,0.0
1.543599053102424e-5,0.0
3.900121675141932e-5,1.1547047379690184e-45
6.826857729437482e-5,3.4703196484818024e-39
0.0001070938636685917,5.258131881984113e-35
0.0001551516966898548,8.797062658454262e-32
0.00021493892491634658,4.0434308955540704e-29
0.000286920170660991,7.220349996847121e-27
0.00037283773922419975,6.391000732210775e-25
0.0004741700048233592,3.256509477333161e-23
0.0005939536211800728,1.0994613031278875e-21
0.0007360576362629655,2.7093923014353496e-20
0.0009055461026927278,5.226992906553165e-19
0.001099094580030929,7.379034234756464e-18
0.0012047112228847573,2.485767396574859e-17
0.0012996291510921937,6.652781662012607e-17
0.0013945527159840855,1.6368847008404286e-16
0.0014932305198686428,3.8688130579103915e-16
0.0015962901141186514,8.843902295301659e-16
0.0017024432137310323,1.9389467107810384e-15
0.0018096837400827972,4.036879460777406e-15
0.0019164607183157227,7.953599146609669e-15
0.0020221597222772627,1.4881047713632437e-14
0.0021269148689959526,2.6629906500354495e-14
0.0022311829070981804,4.592406590189591e-14
0.002335394338320969,7.678342188320223e-14
0.002439792194597172,1.2498357741413758e-13
0.002544426416111857,1.9858906553115704e-13
0.0026492271285303032,3.0857650036102696e-13
0.0027540904806400983,4.695876928051467e-13
0.002858937358798552,7.008624411183308e-13
0.002963733794810636,1.0273852808804936e-12
0.0030684830534988194,1.4812523152403305e-12
0.0031732062536885793,2.1032427917350806e-12
0.0032779250877426726,2.9445804151193637e-12
0.003382652728261562,4.068888625190606e-12
0.0034873925826904113,5.554366950326422e-12
0.003592141656076278,7.496231141569072e-12
0.003696894862215509,1.0009455014342042e-11
0.0038016481226486533,1.3231837378577255e-11
0.00390639954834764,1.732739610188713e-11
0.004011149155358305,2.2490080386969035e-11
0.004115897948847377,2.8947793881402715e-11
0.004220647038525394,3.696672996229518e-11
0.0043253971397309516,4.6856034045506545e-11
0.004430148495189895,5.897281635391986e-11
0.004534900995542549,7.37275278341896e-11
0.004639654395692425,9.158971656384999e-11
0.004744408519197985,1.130941749554798e-10
0.004849163267060028,1.388474484387054e-10
0.00495391865045945,1.6953473507255285e-10
0.005058674734870487,2.0592714830025435e-10
0.005163431600140832,2.4888935676538156e-10
0.005268189291787602,2.993875891571414e-10
0.0053729478473446115,3.5849804193540174e-10
0.005477707272408563,4.274156402364789e-10
0.005582467570979264,5.074632015660972e-10
0.005687228761428893,6.001009745084308e-10
0.005791990846160646,7.069365074984019e-10
0.0058967538427488414,8.297349312665218e-10
0.006001517776753139,9.704295720709708e-10
0.006106282666547507,1.1311328973978349e-9
0.006211048522521398,1.3141478132581652e-9
0.006315815363049662,1.5219793277288266e-9
0.006420583207306267,1.7573465081093144e-9
0.006525352074465745,2.0231947613846813e-9
0.0066301219988753,2.3227084678301615e-9
0.006734892991725502,2.6593237617010995e-9
0.006839665055423124,3.0367417111243642e-9
0.006944438208346225,3.4589418399230238e-9
0.007049212468873445,3.930195782425423e-9
0.007153987863369806,4.45508126998878e-9
0.007258764411013988,5.038496242750868e-9
0.007363542130186646,5.685673269100187e-9
0.007468321024095625,6.402194041825817e-9
0.007573101126296101,7.194004474605621e-9
0.007677882455969345,8.06742939146224e-9
0.007782665016324614,9.029187584619117e-9
0.007887448833731889,1.0086407423789775e-8
0.00799223392657557,1.1246642000844227e-8
0.008097020321227392,1.2517884804625875e-8
0.008201808028885338,1.3908585052236622e-8
0.008306597060747826,1.542766351335237e-8
0.00841138744318884,1.7084528500029567e-8
0.008516179195395136,1.8889091359319976e-8
0.008620972344541412,2.085178253950701e-8
0.008725766909017357,2.2983567131269686e-8
0.008830562892037435,2.5295960475289358e-8
0.008935360319181098,2.780104475116082e-8
0.0090401592088401,3.0511484149031864e-8
0.009144959580205848,3.344054073374162e-8
0.00924976145167169,3.6602090029776194e-8
0.009354564842430677,4.001063660083742e-8
0.009459369779664812,4.368132974713421e-8
0.009564176282569095,4.762997829257988e-8
0.009668984362351042,5.187306564302468e-8
0.009773794053385167,5.64277660700342e-8
0.009878605366880733,6.131195766717552e-8
