time_hours,STAT1n_star_STAT1n_star
0.0,0.0
1.53913101864982e-5,0.0
3.888639240528899e-5,8.962090686406132e-32
6.806189311091256e-5,2.308804932577454e-27
0.00010675834239372803,3.597872154173152e-24
0.00015464988138355032,1.19960841904679e-21
0.00021422049664994092,1.586594206320642e-19
0.0002859341173681073,9.710431351405016e-18
0.00037151842002639386,3.319526780671652e-16
0.00047243521704268135,7.094710430443397e-15
0.0005916876725672327,1.062332531426392e-13
0.0007331093242678766,1.2062224110797136e-12
0.0009017244701161697,1.1009759080587725e-11
0.00109550411852245,7.753430504639805e-11
0.0012026156582822304,1.9035714838096779e-10
0.0012982812805324418,3.97293589389164e-10
0.001393292865988111,7.655072004707005e-10
0.0014917085745171316,1.4169205570228288e-9
0.0015943981438628076,2.548360976542572e-9
0.0017002623885120573,4.441700482773683e-9
0.0018073799930637515,7.459098261520927e-9
0.0019141737782720927,1.204004688794137e-8
0.0020199543051204402,1.872160562667986e-8
0.0021247900260397776,2.8181622543862722e-8
0.002229105091146126,4.128667969390074e-8
0.002333327373921049,5.9126223952812835e-8
0.0024377131338359733,8.302732958278087e-8
0.002542328312635904,1.1455665036029012e-7
0.002647114114243049,1.555218285737109e-7
0.0027519708052276574,2.079838521624322e-7
0.002856818005976356,2.742843565148946e-7
0.002961618254768318,3.570826586772283e-7
0.003066371583467069,4.5939240988377643e-7
0.0031710973273603497,5.846098145055571e-7
0.0032758168985771606,7.365314558289124e-7
0.0033805440559613645,9.1936521284599e-7
0.00348528301434416,1.137740162342678e-6
0.003590031353615188,1.3967200706564546e-6
0.0036947842216371028,1.701821868015407e-6
0.0037995374880805746,2.059037411533145e-6
0.0039042891106022704,2.47485561034516e-6
0.004009038947959365,2.956281937059081e-6
0.0041137879015371295,3.5108545476480294e-6
0.004218537069073747,4.146657646039574e-6
0.004323287189857295,4.872333035215939e-6
0.004428038535353501,5.697091746613171e-6
0.004532791028137959,6.630725995764468e-6
0.00463754443349384,7.683621396217592e-6
0.004742298569391094,8.866769610420371e-6
0.004847053345613201,1.0191779467848444e-5
0.004951808774139702,1.1670887322012607e-5
0.0050565648964923495,1.3316965520147445e-5
0.005161321784534454,1.5143530856227295e-5
0.005266079506139048,1.7164751601429464e-5
0.005370838083669677,1.9395453229041885e-5
0.0054755975378934394,2.185112488901569e-5
0.005580357864825676,2.4547923803304352e-5
0.0056851190748538945,2.7502680338069588e-5
0.00578988117836587,3.073290112079443e-5
0.005894644192935909,3.425677189023793e-5
0.005999408144922211,3.8093159452912235e-5
0.0061041730526987465,4.226161211652991e-5
0.00620893892745354,4.678235977690686e-5
0.0063137057955465715,5.167631423439596e-5
0.006418473668166795,5.696506643449461e-5
0.00652324257167544,6.267088563615632e-5
0.006628012516463819,6.881671477338649e-5
0.006732783520908997,7.542616782564823e-5
0.006837555596201715,8.252352428554295e-5
0.006942328768705639,9.013372523786282e-5
0.0070471030567995875,9.828236568584782e-5
0.007151878478862974,0.00010699568808340288
0.007256655046088609,0.00011630057397333203
0.007361432776856969,0.00012622453673681916
0.007466211689549153,0.00013679571189241765
0.007570991810533053,0.00014804284811252913
0.00767577315898994,0.00015999529515734829
0.007780555738129071,0.00017268299131568404
0.007885339566333985,0.00018613645504507597
0.007990124677961988,0.00020038677310986615
0.008094911084210465,0.00021546558230410687
0.008199698804263978,0.0002314050596786462
0.008304487864495913,0.00024823790844277104
0.00840927827610553,0.00026599733956219105
0.008514070057480807,0.00028471705981854517
0.008618863211036087,0.00030443125180787346
0.008723657778323441,0.00032517456800181693
0.008828453771343536,0.0003469821012914833
0.008933251208487356,0.0003698893743487565
0.00903805010095788,0.0003939323191841811
0.009142850483122942,0.0004191472662693407
0.009247652374175012,0.00044557091769397626
0.009352455793307403,0.0004732403318171535
0.00945726075172617,0.000502192902146165
0.009562067267827165,0.0005324663421926176
0.00966687536000708,0.0005640986643624563
0.009771685054651922,0.0005971281629957404
0.00987649637095929,0.0006315933901287415
0.009981309328127684,0.0006675331376975055
0.010086123952546393,0.0007049864202262294
0.010190940255426991,0.0007439924468626259
0.010295758255171702,0.0007845906090139222
0.010400577970982698,0.0008268204581755747
0.010505399422063105,0.0008707216855754739
0.01061022263560656,0.0009163341056738774
0.010715047646797772,0.0009636976368556251
0.010819874459663094,0.0010128522635574181
0.010924703092610783,0.0010638380363474267
0.011029533572839303,0.0011166950506471067
0.011134365918759171,0.001171463418706438
0.011239200149581068,0.001228183254786929
0.011344036284516718,0.0012868946556893615
0.011448874349970405,0.0013476376861317465
0.01155371436515626,0.0014104523520988414
0.011658556349289492,0.0014753785863331358
0.011763400321586409,0.0015424562302965197
0.011868246301264419,0.001611725016445315
0.01197309432352501,0.001683224561908316
0.012077944407588474,0.0017569943303476741
0.012182796565483761,0.0018330736200425875
0.012287650823625804,0.0019115015631649974
0.012392507201238356,0.001992317094625849
0.012497365717546357,0.0020755589415691112
0.01260222639177593,0.0021612656083078536
0.012707089251147038,0.002249475368516246
0.012811954322881363,0.002340226245010422
0.012916821627008796,0.0024335559895640557
0.013021691190754216,0.0025295020821229555
0.013126563025357602,0.00262810169685623
0.013231437150053187,0.002729391711296857
0.013336313591270637,0.0028334086947531616
0.013441192376240939,0.002940188891360984
0.013546073524202859,0.0030497682001061673
0.013650957054396477,0.0031621821721445685
0.013755842986063192,0.0032774660010150753
0.013860731346440365,0.0033956545224856274
0.013965622155572103,0.003516782189165657
0.01407051544069926,0.0036408830784957404
0.01417541122906465,0.0037679908772392068
0.014280309532721963,0.003898138855230567
0.014385210370921627,0.004031359885233324
0.014490113778907068,0.004167686449372571
0.014595019775932333,0.004307150592873638
0.014699928389249103,0.004449783949508854
0.01480483963011831,0.004595617704462137
0.014909753517798344,0.0047446826221922
0.01501467007154906,0.004897009032278939
0.015119589326625845,0.00505262685024916
0.015224511311089511,0.005211565541958791
0.015329436052203146,0.005373854130305399
0.015434363554038955,0.005539521157706676
0.015539293843063155,0.005708594755312547
0.015644226946544083,0.005881102610025734
0.0157491628917523,0.006057071962993402
0.015854101682765007,0.006236529569719001
0.015959043354854728,0.006419501792520327
0.01606398793529792,0.00660601453647228
0.01616893544417424,0.006796093250994121
0.016273885908764326,0.0069897629573172256
0.016378839341151957,0.0071870482095167856
0.016483795768621568,0.007387973153287814
0.01658875521845995,0.0075925615017647125
0.016693717717956264,0.007800836538991785
0.016798683279201098,0.008012821092798923
0.01690365192148666,0.008228537582737078
0.01700862367930875,0.008448008042773113
0.01711359856476292,0.008671254048272885
0.017218576605148615,0.008898296799217763
0.017323557835769582,0.009129157112552938
0.017428542268726994,0.009363855359209127
0.01753352992332501,0.009602411535701474
0.017638520826872155,0.009844845273799684
0.01774351500667952,0.01009117582987073
0.01784851248205765,0.010341422072730524
0.01795351327231894,0.010595602509013424
0.018058517396777603,0.010853735290769698
0.01816352488275358,0.011115838243447388
0.01826853575756944,0.011381928855079566
0.018373550041346703,0.011652024265968364
0.01847856775340815,0.011926141292717511
0.018583588929088315,0.012204296481711764
0.018688613580510417,0.012486506015051115
0.018793641727003565,0.01277278579877816
0.01889867339590454,0.013063151475897043
0.01900370861535373,0.013357618417182932
0.01910874741269353,0.013656201726530641
0.019213789800056894,0.013958916208931681
0.01931883579598301,0.014265776441156827
0.019423885427821072,0.01457679679043635
0.01952893872292312,0.014891991400016694
0.019633995701437403,0.015211374177670184
0.019739056382713237,0.015534958824808119
0.019844120794110267,0.0158627588747992
0.019949188955783615,0.016194787657131712
0.020054260903107128,0.01653105837924083
0.02015933664823223,0.01687158401539532
0.020264416210519897,0.01721637741374781
0.02036949960853198,0.01756545128239124
0.020474586877653713,0.01791881826026978
0.02057967803004454,0.018276490795037056
0.02068477309308519,0.018638481283150068
0.02078987209415948,0.019004802031332983
0.02089497505264305,0.019375465239935514
0.02100008198791373,0.019750483041863207
0.021105192919351565,0.020129867514467752
0.021210307874350978,0.020513630720909375
0.021315426880309556,0.02090178469407156
0.021420549957416813,0.02129434142152861
0.02152567712506303,0.021691312880455945
0.021630808402640735,0.02209271105265246
0.02173594381755851,0.02249854796778712
0.021841083389214092,0.02290883565438121
0.021946227145021924,0.02332358621387471
0.022051375105186764,0.023742811773507563
0.022156527289114002,0.024166524522985542
0.022261683724226752,0.024594736762637997
0.022366844429935747,0.025027460851069917
0.02247200943367013,0.02546470928269172
0.022577178746829657,0.025906494600152537
0.022682352396848907,0.026352829539895532
0.02278753041116585,0.026803726978774218
0.022892712801989155,0.027259199879988937
0.02299789960397802,0.027719261467609817
0.02310309082934605,0.028183925044351094
0.023208286497524645,0.028653204131821562
0.023313486643985155,0.029127112524174287
0.023418691288165292,0.029605664157146314
0.023523900449505246,0.030088873190626687
0.023629114147447713,0.0305767540207034
0.023734332393417767,0.031069321253949633
0.02383955522290343,0.03156658986992968
0.02394478266337653,0.032068575084740085
0.024050014727072515,0.03257529232618641
0.024155251440666634,0.033086757387096655
0.024260492824420773,0.03360298633758825
0.024365738897796956,0.034123995563267145
0.024470989680259802,0.03464980178074094
0.024576245199299563,0.035180422089854634
0.0246815054824102,0.03571587394607928
0.02478677055708942,0.03625617517200331
0.024892040426766293,0.03680134384353582
0.024997315118141062,0.03735139854413354
0.025102594642670704,0.037906358177524815
0.025207879035086637,0.038466242181084166
0.025313168315679646,0.03903107033916534
0.025418462511966406,0.039600862908518164
0.025523761636217668,0.04017564050774288
0.025629065715956398,0.04075542429318713
0.025734374770682293,0.041340235843515184
0.025839688827925353,0.041930097258777624
0.025945007907191567,0.04252503108184128
0.02605033202798972,0.04312506035287258
0.026155661201802686,0.04373020857339518
0.026260995463398974,0.04434049989678912
0.02636633483229647,0.044955958918039836
0.026471679328015894,0.045576610770332024
0.026577028962050546,0.04620248108709704
0.026682383769183946,0.04683359619824155
0.02678774376894608,0.04746998291188706
0.026893108980869804,0.048111668613485994
0.026998479424490875,0.04875868127530654
0.02710385512738021,0.04941104951572436
0.027209236109080173,0.050068802509829896
0.02731462238110297,0.05073196999649166
0.0274200139710295,0.05140058243877051
0.027525410898410943,0.052074670882148656
0.027630813198870053,0.0527542671171936
0.027736220883930844,0.053439403430182
0.02784163397315422,0.054130112816641165
0.02794705247806852,0.0548264288851711
0.028052476433507806,0.055528386072942214
0.028157905859042747,0.05623601940000634
0.02826334077424705,0.056949364576769905
0.028368781198697457,0.057668458011685
0.02847422716001144,0.05839333687425975
0.028579678669734612,0.05912403893690287
0.028685135746648677,0.05986060274115972
0.028790598418381528,0.06060306761813832
0.028896066704526054,0.06135147357761957
0.02900154063271809,0.062105861427994256
0.029107020222557622,0.06286627266874074
0.02921250548560709,0.06363274949453104
0.029317996448708517,0.06440533497057037
0.02942349313147127,0.06518407287621623
0.029528995553507853,0.0659690077628044
0.029634503742476434,0.06676018501988383
0.029740017709953884,0.06755765070004847
0.029845537482800916,0.0683614517593509
0.02995106308064364,0.06917163589344946
0.0300565945231114,0.06998825159662729
0.030162131829836774,0.07081134816656255
0.030267675020455593,0.07164097570890947
0.030373224129893187,0.07247718526326857
0.030478779169747592,0.07332002850261178
0.030584340151618764,0.07416955791848111
0.030689907094350453,0.07502582688372744
0.03079548003288444,0.0758888897310714
0.030901058979635156,0.07675880144221425
0.031006643961505355,0.07763561795238623
0.031112234998158846,0.07851939597551337
0.031217832101213507,0.07941019299783345
0.03132343529758331,0.08030806747705711
0.03142904460694206,0.08121307865599554
0.03153466005701769,0.082125286694956
0.03164028165944056,0.08304475246541698
0.03174590942584306,0.08397153768811369
0.03185154339121029,0.08490570514188296
0.03195718358328659,0.0858473183994191
0.032062830013715016,0.0867964417460419
0.032168482694140646,0.08775314032133442
0.03227414164345881,0.08871748018624892
0.032379806888622686,0.08968952833367988
0.032485478450147084,0.09066935255678531
0.03259115635580002,0.09165702157522514
0.03269684062529844,0.09265260489302624
0.03280253127030641,0.093656172795269
0.03290822831779783,0.09466779656899406
0.03301393177944273,0.09568754821176316
0.03311964168222292,0.0967155007237402
0.03322535804587293,0.09775172789044488
0.03333108088932455,0.0987963043425062
0.033436810224259955,0.09984930548929881
0.03354254607767687,0.10091080774168149
0.03364828847657799,0.1019808883605726
0.03375403743265564,0.10305962529793919
0.03385979296566572,0.10414709742944543
0.03396555510262309,0.10524338454674481
0.034071323855229416,0.10634856712088803
0.03417709924325148,0.10746272654010604
0.034282881293716434,0.10858594510137241
0.03438867002639935,0.1097183058541221
0.03449446546107903,0.11085989267212258
0.03460026760947295,0.112010790161549
0.034706076506690386,0.11317108399968144
0.03481189215639012,0.1143408603323228
0.034917714585624204,0.1155202063690002
0.03502354380612281,0.11670920995211215
0.035129379853014,0.11790795998547389
0.03523522274610355,0.11911654599614739
0.03534107248906368,0.12033505811283404
0.03544692910896749,0.1215635875135699
0.03555279263289334,0.12280222615630249
0.03565866306452152,0.12405106649601616
0.035764540430937825,0.12531020202640453
0.035870424751969616,0.12657972691591066
0.03597631605551999,0.1278597361840428
0.03608221436142511,0.1291503255014026
0.03618811968145208,0.13045159117905367
0.03629403203463593,0.13176363034841201
0.03639995144808949,0.13308654096808764
0.036505877932781795,0.13442042151466396
0.03661181150856715,0.13576537128615898
0.036717752194495724,0.13712149027463408
0.036823700017697705,0.13848887927331105
0.036929654989963354,0.13986763956713608
0.03703561713116256,0.14125787322521996
0.037141586468438785,0.14265968308642088
0.037247563021670885,0.14407317256046112
0.0373535467945838,0.14549844549562907
0.03745953782241281,0.14693560681027035
0.03756553611696863,0.1483847617476734
0.037671541705417075,0.1498460163909744
0.03777755460765693,0.1513194773473367
0.0378835748347006,0.1528052517120864
0.03798960240564503,0.15430344729525916
0.038095637339591086,0.15581417250148755
0.03820167965564355,0.15733753632070832
0.03830772937372004,0.15887364833052894
0.03841378652101791,0.16042261878205427
0.03851985110937887,0.16198455826000902
0.038625923158732804,0.16355957801324272
0.03873200268820459,0.16514778981617417
0.03883808972500998,0.16674930609326988
0.03894418428100479,0.16836423955573893
0.039050286375325975,0.16999270353076174
0.03915639602711454,0.17163481184287235
0.039262513255515503,0.17329067880377103
0.03936863806430785,0.17496041895923892
0.0394747704888232,0.1766441478161519
