,x,y,type,region,cell,frame
0,1335.0,1162.0,Nascent,Nucleus,1,0
1,1403.0,1167.0,Nascent,Cytoplasm,1,0
2,1368.0,1193.0,Nascent,Nucleus,1,0
3,1319.0,1203.0,Nascent,Nucleus,1,0
4,1457.0,1206.0,Nascent,Cytoplasm,1,0
5,1379.0,1232.0,Nascent,Nucleus,1,0
6,1286.0,1274.0,Nascent,Nucleus,1,0
7,1418.0,1275.0,Nascent,Nucleus,1,0
8,1249.0,1305.0,Nascent,Cytoplasm,1,0
9,1180.0,1385.0,Nascent,Cytoplasm,1,0
10,1364.0,1154.0,Nascent,Nucleus,1,0
11,1402.0,1168.0,Nascent,Cytoplasm,1,0
12,1434.0,1182.0,Nascent,Cytoplasm,1,0
13,1380.0,1230.0,Nascent,Nucleus,1,0
14,1476.0,1238.0,Nascent,Cytoplasm,1,0
15,1348.0,1244.0,Nascent,Nucleus,1,0
16,1260.0,1265.0,Nascent,Cytoplasm,1,0
17,1365.0,1270.0,Nascent,Nucleus,1,0
18,1359.0,1304.0,Nascent,Nucleus,1,0
19,1384.0,1162.0,Nascent,Nucleus,1,0
20,1436.0,1185.0,Nascent,Cytoplasm,1,0
21,1459.0,1206.0,Nascent,Cytoplasm,1,0
22,1276.0,1249.0,Nascent,Nucleus,1,0
23,1275.0,1245.0,Nascent,Nucleus,1,0
24,1282.0,1251.0,Nascent,Nucleus,1,0
25,1280.0,1247.0,Nascent,Nucleus,1,0
26,1282.0,1253.0,Nascent,Nucleus,1,0
27,1444.0,1256.0,Nascent,Cytoplasm,1,0
28,1263.0,1305.0,Nascent,Cytoplasm,1,0
29,1249.0,1306.0,Nascent,Cytoplasm,1,0
30,1359.0,1306.0,Nascent,Nucleus,1,0
31,1361.0,1309.0,Nascent,Cytoplasm,1,0
32,1067.0,605.0,Nascent,Cytoplasm,1,1
33,1039.0,730.0,Nascent,Cytoplasm,1,1
34,1184.0,739.0,Nascent,Cytoplasm,1,1
35,1237.0,743.0,Nascent,Cytoplasm,1,1
36,1094.0,760.0,Nascent,Cytoplasm,1,1
37,1200.0,772.0,Nascent,Cytoplasm,1,1
38,1367.0,776.0,Nascent,Cytoplasm,1,1
39,1026.0,781.0,Nascent,Cytoplasm,1,1
40,1166.0,791.0,Nascent,Cytoplasm,1,1
41,1196.0,791.0,Nascent,Cytoplasm,1,1
42,1113.0,793.0,Nascent,Cytoplasm,1,1
43,1161.0,801.0,Nascent,Cytoplasm,1,1
44,1189.0,809.0,Nascent,Cytoplasm,1,1
45,1112.0,816.0,Nascent,Cytoplasm,1,1
46,1119.0,819.0,Nascent,Cytoplasm,1,1
47,1109.0,821.0,Nascent,Cytoplasm,1,1
48,1295.0,821.0,Nascent,Cytoplasm,1,1
49,1086.0,824.0,Nascent,Cytoplasm,1,1
50,1125.0,827.0,Nascent,Cytoplasm,1,1
51,1118.0,831.0,Nascent,Cytoplasm,1,1
52,1177.0,832.0,Nascent,Cytoplasm,1,1
53,1044.0,832.0,Nascent,Cytoplasm,1,1
54,1143.0,835.0,Nascent,Cytoplasm,1,1
55,1068.0,843.0,Nascent,Cytoplasm,1,1
56,1149.0,844.0,Nascent,Nucleus,1,1
57,1118.0,846.0,Nascent,Cytoplasm,1,1
58,1040.0,847.0,Nascent,Cytoplasm,1,1
59,1040.0,855.0,Nascent,Cytoplasm,1,1
60,1134.0,857.0,Nascent,Nucleus,1,1
61,1190.0,860.0,Nascent,Nucleus,1,1
62,954.0,866.0,Nascent,Cytoplasm,1,1
63,1169.0,886.0,Nascent,Nucleus,1,1
64,1074.0,889.0,Nascent,Nucleus,1,1
