,x,y,type,region,cell,frame
0,1249.0,357.0,Nascent,Nucleus,2,0
1,1339.0,458.0,Nascent,Cytoplasm,2,0
2,1295.0,464.0,Nascent,Cytoplasm,2,0
3,1312.0,515.0,Nascent,Cytoplasm,2,0
4,1051.0,569.0,Nascent,Cytoplasm,3,0
5,945.0,662.0,Nascent,Nucleus,3,0
6,873.0,662.0,Nascent,Nucleus,3,0
7,884.0,698.0,Nascent,Nucleus,3,0
8,939.0,742.0,Nascent,Nucleus,3,0
9,1236.0,758.0,Nascent,Cytoplasm,4,0
10,1237.0,763.0,Nascent,Cytoplasm,4,0
11,1228.0,774.0,Nascent,Cytoplasm,4,0
12,1011.0,776.0,Nascent,Cytoplasm,3,0
13,1357.0,776.0,Nascent,Cytoplasm,4,0
14,769.0,779.0,Nascent,Cytoplasm,3,0
15,469.0,795.0,Nascent,Cytoplasm,1,0
16,486.0,808.0,Nascent,Cytoplasm,1,0
17,312.0,813.0,Nascent,Cytoplasm,1,0
18,572.0,820.0,Nascent,Cytoplasm,1,0
19,529.0,827.0,Nascent,Cytoplasm,1,0
20,1177.0,842.0,Nascent,Cytoplasm,4,0
21,1277.0,846.0,Nascent,Nucleus,4,0
22,555.0,852.0,Nascent,Cytoplasm,1,0
23,439.0,862.0,Nascent,Nucleus,1,0
24,1386.0,892.0,Nascent,Cytoplasm,4,0
25,509.0,895.0,Nascent,Nucleus,1,0
26,1116.0,897.0,Nascent,Cytoplasm,4,0
27,1163.0,919.0,Nascent,Cytoplasm,4,0
28,1302.0,934.0,Nascent,Nucleus,4,0
29,1407.0,940.0,Nascent,Cytoplasm,4,0
30,514.0,947.0,Nascent,Nucleus,1,0
31,196.0,965.0,Nascent,Cytoplasm,1,0
32,874.0,975.0,Nascent,Cytoplasm,3,0
33,660.0,982.0,Nascent,Cytoplasm,1,0
34,649.0,1008.0,Nascent,Cytoplasm,1,0
35,1337.0,1017.0,Nascent,Cytoplasm,4,0
36,1147.0,1050.0,Nascent,Cytoplasm,4,0
37,524.0,1071.0,Nascent,Cytoplasm,1,0
38,1232.0,1072.0,Nascent,Cytoplasm,4,0
39,333.0,1081.0,Nascent,Cytoplasm,1,0
40,630.0,1088.0,Nascent,Cytoplasm,1,0
41,1053.0,1093.0,Nascent,Cytoplasm,3,0
42,1235.0,1096.0,Nascent,Cytoplasm,4,0
43,401.0,1102.0,Nascent,Cytoplasm,1,0
44,1290.0,330.0,Nascent,Nucleus,2,0
45,967.0,513.0,Nascent,Cytoplasm,3,0
46,1086.0,518.0,Nascent,Cytoplasm,3,0
47,928.0,655.0,Nascent,Nucleus,3,0
48,1318.0,750.0,Nascent,Cytoplasm,4,0
49,1012.0,776.0,Nascent,Cytoplasm,3,0
50,968.0,784.0,Nascent,Nucleus,3,0
51,1117.0,898.0,Nascent,Cytoplasm,4,0
52,1261.0,933.0,Nascent,Nucleus,4,0
53,629.0,938.0,Nascent,Cytoplasm,1,0
54,1249.0,964.0,Nascent,Nucleus,4,0
55,1206.0,972.0,Nascent,Nucleus,4,0
56,665.0,982.0,Nascent,Cytoplasm,1,0
57,402.0,1102.0,Nascent,Cytoplasm,1,0
58,1339.0,448.0,Nascent,Cytoplasm,2,0
59,876.0,621.0,Nascent,Cytoplasm,3,0
60,897.0,650.0,Nascent,Nucleus,3,0
61,898.0,650.0,Nascent,Nucleus,3,0
62,899.0,651.0,Nascent,Nucleus,3,0
63,896.0,651.0,Nascent,Nucleus,3,0
64,897.0,649.0,Nascent,Nucleus,3,0
65,937.0,665.0,Nascent,Nucleus,3,0
66,937.0,665.0,Nascent,Nucleus,3,0
67,968.0,683.0,Nascent,Nucleus,3,0
68,968.0,683.0,Nascent,Nucleus,3,0
69,853.0,700.0,Nascent,Nucleus,3,0
70,975.0,701.0,Nascent,Nucleus,3,0
71,976.0,700.0,Nascent,Nucleus,3,0
72,887.0,736.0,Nascent,Nucleus,3,0
73,887.0,736.0,Nascent,Nucleus,3,0
74,1211.0,735.0,Nascent,Cytoplasm,4,0
75,1080.0,774.0,Nascent,Cytoplasm,3,0
76,1081.0,775.0,Nascent,Cytoplasm,3,0
77,1291.0,779.0,Nascent,Cytoplasm,4,0
78,1292.0,780.0,Nascent,Cytoplasm,4,0
79,1364.0,791.0,Nascent,Cytoplasm,4,0
80,1364.0,792.0,Nascent,Cytoplasm,4,0
81,1328.0,823.0,Nascent,Cytoplasm,4,0
82,1329.0,825.0,Nascent,Cytoplasm,4,0
83,1329.0,823.0,Nascent,Cytoplasm,4,0
84,922.0,829.0,Nascent,Nucleus,3,0
85,1320.0,829.0,Nascent,Cytoplasm,4,0
86,1158.0,843.0,Nascent,Cytoplasm,4,0
87,1159.0,842.0,Nascent,Cytoplasm,4,0
88,1306.0,860.0,Nascent,Nucleus,4,0
89,1306.0,860.0,Nascent,Nucleus,4,0
90,1266.0,863.0,Nascent,Nucleus,4,0
91,1265.0,866.0,Nascent,Nucleus,4,0
92,1361.0,866.0,Nascent,Cytoplasm,4,0
93,1362.0,865.0,Nascent,Cytoplasm,4,0
94,1361.0,866.0,Nascent,Cytoplasm,4,0
95,1170.0,886.0,Nascent,Cytoplasm,4,0
96,566.0,906.0,Nascent,Nucleus,1,0
97,1408.0,940.0,Nascent,Cytoplasm,4,0
98,625.0,958.0,Nascent,Cytoplasm,1,0
99,625.0,958.0,Nascent,Cytoplasm,1,0
100,1309.0,959.0,Nascent,Nucleus,4,0
101,1309.0,960.0,Nascent,Nucleus,4,0
102,1316.0,962.0,Nascent,Nucleus,4,0
103,1317.0,961.0,Nascent,Nucleus,4,0
104,697.0,988.0,Nascent,Cytoplasm,1,0
105,696.0,987.0,Nascent,Cytoplasm,1,0
106,1285.0,1005.0,Nascent,Nucleus,4,0
107,1284.0,1005.0,Nascent,Nucleus,4,0
108,1196.0,1033.0,Nascent,Cytoplasm,4,0
109,1195.0,1033.0,Nascent,Cytoplasm,4,0
110,643.0,1056.0,Nascent,Cytoplasm,1,0
111,642.0,1057.0,Nascent,Cytoplasm,1,0
112,1210.0,1061.0,Nascent,Cytoplasm,4,0
113,1211.0,1062.0,Nascent,Cytoplasm,4,0
114,1272.0,1107.0,Nascent,Cytoplasm,4,0
115,1272.0,1107.0,Nascent,Cytoplasm,4,0
116,544.0,1128.0,Nascent,Cytoplasm,1,0
117,545.0,1125.0,Nascent,Cytoplasm,1,0
118,546.0,1124.0,Nascent,Cytoplasm,1,0
119,703.0,845.0,Nascent,Cytoplasm,3,2
120,1036.0,859.0,Nascent,Cytoplasm,1,2
121,1051.0,873.0,Nascent,Cytoplasm,1,2
122,712.0,885.0,Nascent,Cytoplasm,3,2
123,963.0,885.0,Nascent,Cytoplasm,1,2
124,1137.0,888.0,Nascent,Cytoplasm,1,2
125,919.0,892.0,Nascent,Cytoplasm,1,2
126,1060.0,894.0,Nascent,Cytoplasm,1,2
127,1107.0,908.0,Nascent,Cytoplasm,1,2
128,991.0,908.0,Nascent,Cytoplasm,1,2
129,1047.0,911.0,Nascent,Cytoplasm,1,2
130,647.0,915.0,Nascent,Cytoplasm,3,2
131,586.0,915.0,Nascent,Cytoplasm,3,2
132,972.0,919.0,Nascent,Cytoplasm,1,2
133,749.0,922.0,Nascent,Cytoplasm,1,2
134,809.0,923.0,Nascent,Cytoplasm,1,2
135,875.0,925.0,Nascent,Nucleus,1,2
136,905.0,925.0,Nascent,Nucleus,1,2
137,1174.0,930.0,Nascent,Cytoplasm,1,2
138,770.0,931.0,Nascent,Cytoplasm,1,2
139,831.0,931.0,Nascent,Nucleus,1,2
140,578.0,932.0,Nascent,Cytoplasm,3,2
141,1087.0,932.0,Nascent,Cytoplasm,1,2
142,639.0,933.0,Nascent,Cytoplasm,3,2
143,691.0,935.0,Nascent,Cytoplasm,1,2
144,1143.0,934.0,Nascent,Cytoplasm,1,2
145,930.0,937.0,Nascent,Cytoplasm,1,2
146,822.0,938.0,Nascent,Nucleus,1,2
147,1069.0,939.0,Nascent,Cytoplasm,1,2
148,723.0,940.0,Nascent,Cytoplasm,1,2
149,730.0,943.0,Nascent,Cytoplasm,1,2
150,890.0,943.0,Nascent,Nucleus,1,2
151,1095.0,944.0,Nascent,Cytoplasm,1,2
152,505.0,947.0,Nascent,Cytoplasm,3,2
153,691.0,947.0,Nascent,Cytoplasm,1,2
154,751.0,951.0,Nascent,Cytoplasm,1,2
155,806.0,950.0,Nascent,Nucleus,1,2
156,1076.0,952.0,Nascent,Cytoplasm,1,2
157,842.0,955.0,Nascent,Nucleus,1,2
158,512.0,958.0,Nascent,Cytoplasm,3,2
159,1172.0,960.0,Nascent,Cytoplasm,1,2
160,828.0,964.0,Nascent,Nucleus,1,2
161,696.0,965.0,Nascent,Cytoplasm,1,2
162,1106.0,965.0,Nascent,Cytoplasm,1,2
163,903.0,967.0,Nascent,Nucleus,1,2
164,1035.0,967.0,Nascent,Cytoplasm,1,2
165,1041.0,967.0,Nascent,Cytoplasm,1,2
166,1143.0,970.0,Nascent,Cytoplasm,1,2
167,836.0,971.0,Nascent,Nucleus,1,2
168,983.0,972.0,Nascent,Cytoplasm,1,2
169,535.0,977.0,Nascent,Cytoplasm,3,2
170,979.0,981.0,Nascent,Cytoplasm,1,2
171,1095.0,985.0,Nascent,Cytoplasm,1,2
172,714.0,988.0,Nascent,Cytoplasm,1,2
173,723.0,989.0,Nascent,Nucleus,1,2
174,700.0,989.0,Nascent,Cytoplasm,1,2
175,889.0,989.0,Nascent,Nucleus,1,2
176,741.0,991.0,Nascent,Nucleus,1,2
177,768.0,992.0,Mature,Nucleus,1,2
178,555.0,993.0,Nascent,Cytoplasm,3,2
179,558.0,997.0,Nascent,Cytoplasm,3,2
180,493.0,998.0,Nascent,Cytoplasm,3,2
181,709.0,999.0,Nascent,Cytoplasm,1,2
182,749.0,1000.0,Mature,Nucleus,1,2
183,918.0,1002.0,Nascent,Cytoplasm,1,2
184,862.0,1003.0,Nascent,Nucleus,1,2
185,993.0,1010.0,Nascent,Cytoplasm,1,2
186,526.0,1014.0,Nascent,Cytoplasm,3,2
187,735.0,1016.0,Nascent,Nucleus,1,2
188,527.0,1021.0,Nascent,Cytoplasm,3,2
