,x,y,type,region,cell,frame
0,1333.0,800.0,Nascent,Cytoplasm,1,0
1,1316.0,845.0,Nascent,Cytoplasm,1,0
2,1367.0,866.0,Nascent,Cytoplasm,1,0
3,1364.0,884.0,Nascent,Cytoplasm,1,0
4,1379.0,887.0,Nascent,Cytoplasm,1,0
5,1321.0,899.0,Nascent,Cytoplasm,1,0
6,493.0,902.0,Nascent,Cytoplasm,2,0
7,401.0,903.0,Nascent,Cytoplasm,2,0
8,1357.0,922.0,Nascent,Nucleus,1,0
9,541.0,926.0,Nascent,Cytoplasm,2,0
10,1306.0,926.0,Nascent,Cytoplasm,1,0
11,357.0,940.0,Nascent,Cytoplasm,2,0
12,474.0,941.0,Nascent,Nucleus,2,0
13,1298.0,945.0,Nascent,Cytoplasm,1,0
14,634.0,956.0,Nascent,Cytoplasm,2,0
15,364.0,959.0,Nascent,Cytoplasm,2,0
16,1382.0,959.0,Nascent,Nucleus,1,0
17,1390.0,961.0,Nascent,Nucleus,1,0
18,1421.0,973.0,Nascent,Nucleus,1,0
19,1411.0,977.0,Nascent,Nucleus,1,0
20,328.0,985.0,Nascent,Cytoplasm,2,0
21,1401.0,993.0,Nascent,Nucleus,1,0
22,1376.0,999.0,Nascent,Nucleus,1,0
23,1450.0,999.0,Nascent,Nucleus,1,0
24,1481.0,1014.0,Nascent,Cytoplasm,1,0
25,1474.0,1015.0,Nascent,Cytoplasm,1,0
26,1457.0,1036.0,Nascent,Cytoplasm,1,0
27,1434.0,1054.0,Nascent,Cytoplasm,1,0
28,1535.0,1075.0,Nascent,Cytoplasm,1,0
29,450.0,897.0,Nascent,Cytoplasm,2,0
30,1382.0,897.0,Nascent,Cytoplasm,1,0
31,494.0,902.0,Nascent,Cytoplasm,2,0
32,1335.0,978.0,Nascent,Nucleus,1,0
33,328.0,986.0,Nascent,Cytoplasm,2,0
34,357.0,989.0,Nascent,Nucleus,2,0
35,1375.0,998.0,Nascent,Nucleus,1,0
36,1459.0,1021.0,Nascent,Cytoplasm,1,0
37,478.0,1043.0,Nascent,Cytoplasm,2,0
38,1326.0,764.0,Nascent,Cytoplasm,1,0
39,1328.0,766.0,Nascent,Cytoplasm,1,0
40,477.0,894.0,Nascent,Cytoplasm,2,0
41,1328.0,905.0,Nascent,Cytoplasm,1,0
42,426.0,907.0,Nascent,Cytoplasm,2,0
43,383.0,922.0,Nascent,Cytoplasm,2,0
44,1357.0,923.0,Nascent,Nucleus,1,0
45,300.0,930.0,Nascent,Cytoplasm,2,0
