,x,y,type,region,cell,frame
0,1272.0,563.0,Nascent,Cytoplasm,3,0
1,826.0,739.0,Nascent,Cytoplasm,5,0
2,1047.0,740.0,Nascent,Cytoplasm,5,0
3,1481.0,1288.0,Nascent,Cytoplasm,6,0
4,1436.0,1307.0,Nascent,Cytoplasm,6,0
5,1503.0,1329.0,Nascent,Nucleus,6,0
6,1540.0,1336.0,Nascent,Nucleus,6,0
7,1425.0,1366.0,Nascent,Nucleus,6,0
8,1445.0,1394.0,Nascent,Nucleus,6,0
9,1564.0,1424.0,Nascent,Cytoplasm,6,0
10,1445.0,1432.0,Nascent,Nucleus,6,0
11,1380.0,1467.0,Nascent,Cytoplasm,6,0
12,1552.0,1480.0,Nascent,Cytoplasm,6,0
13,1441.0,1486.0,Nascent,Cytoplasm,6,0
14,1288.0,1624.0,Nascent,Nucleus,7,0
15,609.0,483.0,Nascent,Nucleus,2,0
16,1468.0,1322.0,Mature,Nucleus,6,0
17,1454.0,1349.0,Nascent,Nucleus,6,0
18,921.0,652.0,Nascent,Nucleus,5,0
19,922.0,653.0,Nascent,Nucleus,5,0
20,921.0,652.0,Nascent,Nucleus,5,0
21,888.0,669.0,Nascent,Nucleus,5,0
22,1476.0,1274.0,Nascent,Cytoplasm,6,0
23,1476.0,1275.0,Nascent,Cytoplasm,6,0
24,1464.0,1299.0,Nascent,Nucleus,6,0
25,1464.0,1299.0,Nascent,Nucleus,6,0
26,1504.0,1307.0,Nascent,Nucleus,6,0
27,1461.0,1326.0,Mature,Nucleus,6,0
28,1462.0,1327.0,Mature,Nucleus,6,0
29,1462.0,1325.0,Mature,Nucleus,6,0
30,1462.0,1327.0,Mature,Nucleus,6,0
31,1460.0,1325.0,Mature,Nucleus,6,0
32,1462.0,1327.0,Mature,Nucleus,6,0
33,1460.0,1325.0,Mature,Nucleus,6,0
34,1580.0,1387.0,Nascent,Cytoplasm,6,0
35,1579.0,1386.0,Nascent,Cytoplasm,6,0
36,1354.0,1405.0,Nascent,Cytoplasm,6,0
37,1463.0,1428.0,Nascent,Nucleus,6,0
38,1463.0,1428.0,Nascent,Nucleus,6,0
39,1364.0,1612.0,Nascent,Nucleus,7,0
40,1364.0,1612.0,Nascent,Nucleus,7,0
41,1325.0,1462.0,Transcription Site,Cytoplasm,6,0
42,,,No Spots,NA,1,0
43,,,No Spots,NA,4,0
44,1369.0,268.0,Nascent,Cytoplasm,1,1
45,1459.0,479.0,Nascent,Cytoplasm,1,1
46,648.0,515.0,Nascent,Nucleus,2,1
47,595.0,543.0,Nascent,Cytoplasm,2,1
48,1458.0,856.0,Nascent,Cytoplasm,4,1
49,1403.0,990.0,Nascent,Nucleus,4,1
50,1394.0,990.0,Nascent,Nucleus,4,1
51,1447.0,1018.0,Nascent,Nucleus,4,1
52,1465.0,1047.0,Nascent,Cytoplasm,4,1
53,1240.0,1338.0,Nascent,Nucleus,5,1
54,1219.0,1375.0,Nascent,Nucleus,5,1
55,1122.0,1379.0,Nascent,Cytoplasm,5,1
56,1175.0,1386.0,Nascent,Nucleus,5,1
57,1275.0,1405.0,Nascent,Nucleus,5,1
58,1266.0,1412.0,Nascent,Nucleus,5,1
59,1318.0,326.0,Nascent,Nucleus,1,1
60,1244.0,376.0,Nascent,Nucleus,1,1
61,1458.0,857.0,Nascent,Cytoplasm,4,1
62,1440.0,892.0,Nascent,Cytoplasm,4,1
63,585.0,979.0,Nascent,Cytoplasm,3,1
64,1394.0,991.0,Nascent,Nucleus,4,1
65,1465.0,1065.0,Nascent,Cytoplasm,4,1
66,433.0,1105.0,Nascent,Nucleus,3,1
67,1327.0,1138.0,Nascent,Cytoplasm,4,1
68,1136.0,1355.0,Nascent,Cytoplasm,5,1
69,1417.0,399.0,Nascent,Nucleus,1,1
70,1419.0,398.0,Nascent,Nucleus,1,1
71,1419.0,400.0,Nascent,Nucleus,1,1
72,1415.0,396.0,Nascent,Nucleus,1,1
73,1496.0,512.0,Nascent,Cytoplasm,1,1
74,1436.0,1009.0,Nascent,Nucleus,4,1
75,1467.0,1045.0,Nascent,Cytoplasm,4,1
76,1466.0,1050.0,Nascent,Cytoplasm,4,1
77,433.0,1090.0,Nascent,Nucleus,3,1
78,1436.0,1091.0,Nascent,Nucleus,4,1
79,433.0,1100.0,Nascent,Nucleus,3,1
80,430.0,1102.0,Nascent,Nucleus,3,1
81,435.0,1099.0,Nascent,Nucleus,3,1
82,1151.0,1375.0,Nascent,Cytoplasm,5,1
83,,,No Spots,NA,6,1
84,232.0,426.0,Nascent,Nucleus,1,2
85,1290.0,1071.0,Nascent,Cytoplasm,3,2
86,1400.0,1077.0,Nascent,Cytoplasm,3,2
87,1426.0,1102.0,Nascent,Cytoplasm,3,2
88,1555.0,1104.0,Nascent,Cytoplasm,3,2
89,1398.0,1108.0,Nascent,Nucleus,3,2
90,1480.0,1118.0,Nascent,Cytoplasm,3,2
91,1442.0,1121.0,Nascent,Cytoplasm,3,2
92,1289.0,1215.0,Nascent,Cytoplasm,3,2
93,1438.0,1093.0,Nascent,Cytoplasm,3,2
94,1475.0,1141.0,Nascent,Cytoplasm,3,2
95,1495.0,1192.0,Nascent,Cytoplasm,3,2
96,1291.0,1215.0,Nascent,Cytoplasm,3,2
97,1468.0,1116.0,Nascent,Cytoplasm,3,2
98,1482.0,1117.0,Nascent,Cytoplasm,3,2
99,1514.0,1120.0,Nascent,Cytoplasm,3,2
100,1454.0,1120.0,Nascent,Cytoplasm,3,2
101,1452.0,1128.0,Nascent,Cytoplasm,3,2
102,1473.0,1153.0,Nascent,Cytoplasm,3,2
103,1476.0,1154.0,Nascent,Cytoplasm,3,2
104,1348.0,1157.0,Nascent,Nucleus,3,2
105,1348.0,1158.0,Nascent,Nucleus,3,2
106,1348.0,1156.0,Nascent,Nucleus,3,2
107,1345.0,1158.0,Nascent,Nucleus,3,2
108,1420.0,1179.0,Nascent,Nucleus,3,2
109,1420.0,1179.0,Nascent,Nucleus,3,2
110,1414.0,1213.0,Nascent,Nucleus,3,2
111,1412.0,1212.0,Nascent,Nucleus,3,2
112,1444.0,1234.0,Nascent,Nucleus,3,2
113,1444.0,1234.0,Nascent,Nucleus,3,2
114,,,No Spots,NA,2,2
115,958.0,363.0,Nascent,Cytoplasm,3,3
116,1760.0,367.0,Nascent,Cytoplasm,2,3
117,964.0,386.0,Nascent,Cytoplasm,3,3
118,901.0,405.0,Nascent,Cytoplasm,3,3
119,1044.0,404.0,Nascent,Cytoplasm,3,3
120,1075.0,409.0,Nascent,Cytoplasm,3,3
121,997.0,410.0,Nascent,Cytoplasm,3,3
122,1002.0,422.0,Nascent,Nucleus,3,3
123,1091.0,424.0,Nascent,Cytoplasm,3,3
124,1150.0,436.0,Nascent,Cytoplasm,3,3
125,1006.0,450.0,Nascent,Nucleus,3,3
126,1043.0,463.0,Nascent,Nucleus,3,3
127,990.0,470.0,Nascent,Nucleus,3,3
128,1052.0,482.0,Nascent,Nucleus,3,3
129,1096.0,510.0,Nascent,Nucleus,3,3
130,1272.0,541.0,Nascent,Nucleus,4,3
131,1105.0,551.0,Nascent,Cytoplasm,3,3
132,1077.0,597.0,Nascent,Cytoplasm,3,3
133,900.0,602.0,Nascent,Cytoplasm,3,3
134,906.0,605.0,Nascent,Cytoplasm,3,3
135,983.0,609.0,Nascent,Cytoplasm,3,3
136,926.0,612.0,Nascent,Cytoplasm,3,3
137,931.0,630.0,Nascent,Cytoplasm,3,3
138,987.0,670.0,Nascent,Cytoplasm,3,3
139,1038.0,673.0,Nascent,Cytoplasm,3,3
140,1005.0,681.0,Nascent,Cytoplasm,3,3
141,1131.0,1042.0,Nascent,Nucleus,6,3
142,1030.0,1076.0,Nascent,Cytoplasm,6,3
143,1299.0,1081.0,Nascent,Cytoplasm,7,3
144,1427.0,1084.0,Nascent,Cytoplasm,7,3
145,1304.0,1089.0,Nascent,Cytoplasm,7,3
146,1054.0,1091.0,Nascent,Cytoplasm,6,3
147,1075.0,1121.0,Nascent,Cytoplasm,6,3
148,1428.0,1148.0,Nascent,Nucleus,7,3
149,1102.0,1150.0,Nascent,Cytoplasm,6,3
150,1452.0,1163.0,Nascent,Cytoplasm,7,3
151,1466.0,1172.0,Nascent,Cytoplasm,7,3
152,1481.0,1188.0,Nascent,Cytoplasm,7,3
153,1481.0,1200.0,Nascent,Cytoplasm,7,3
154,1446.0,1205.0,Nascent,Cytoplasm,7,3
155,1460.0,1259.0,Nascent,Cytoplasm,7,3
156,1375.0,1266.0,Nascent,Cytoplasm,7,3
157,1514.0,1282.0,Nascent,Cytoplasm,7,3
158,1370.0,1284.0,Nascent,Cytoplasm,7,3
159,1392.0,1287.0,Nascent,Cytoplasm,7,3
160,531.0,1294.0,Nascent,Cytoplasm,8,3
161,1361.0,1368.0,Nascent,Cytoplasm,11,3
162,1537.0,1431.0,Nascent,Cytoplasm,7,3
163,1446.0,1444.0,Nascent,Cytoplasm,11,3
164,1169.0,1453.0,Nascent,Cytoplasm,10,3
165,1426.0,1475.0,Nascent,Cytoplasm,11,3
166,1448.0,1480.0,Nascent,Cytoplasm,11,3
167,1624.0,1523.0,Nascent,Cytoplasm,11,3
168,1631.0,1525.0,Nascent,Cytoplasm,11,3
169,1562.0,1526.0,Nascent,Nucleus,11,3
170,1492.0,1541.0,Nascent,Cytoplasm,11,3
171,1612.0,1542.0,Nascent,Nucleus,11,3
172,1643.0,1546.0,Nascent,Cytoplasm,11,3
173,1488.0,1551.0,Nascent,Cytoplasm,11,3
174,1624.0,1550.0,Nascent,Nucleus,11,3
175,1548.0,1554.0,Nascent,Nucleus,11,3
176,1516.0,1555.0,Nascent,Nucleus,11,3
177,1463.0,1564.0,Nascent,Cytoplasm,11,3
178,1538.0,1567.0,Nascent,Nucleus,11,3
179,1556.0,1570.0,Nascent,Nucleus,11,3
180,1558.0,1580.0,Nascent,Nucleus,11,3
181,1108.0,1582.0,Nascent,Nucleus,10,3
182,1524.0,1582.0,Nascent,Nucleus,11,3
183,1646.0,1582.0,Nascent,Nucleus,11,3
184,1462.0,1583.0,Nascent,Cytoplasm,11,3
185,1574.0,1584.0,Nascent,Nucleus,11,3
186,1653.0,1588.0,Nascent,Nucleus,11,3
187,1541.0,1589.0,Nascent,Nucleus,11,3
188,1595.0,1590.0,Nascent,Nucleus,11,3
189,1592.0,1591.0,Nascent,Nucleus,11,3
190,1554.0,1594.0,Nascent,Nucleus,11,3
191,1587.0,1596.0,Nascent,Nucleus,11,3
192,1568.0,1600.0,Nascent,Nucleus,11,3
193,1625.0,1601.0,Nascent,Nucleus,11,3
194,1645.0,1602.0,Nascent,Nucleus,11,3
195,1614.0,1610.0,Nascent,Nucleus,11,3
196,1539.0,1616.0,Nascent,Cytoplasm,11,3
197,1592.0,1617.0,Nascent,Nucleus,11,3
198,1507.0,1617.0,Nascent,Cytoplasm,11,3
