time_min,time_hours,S_mean,S_median,S_q25,S_q75,S_min,S_max,S_std,A_mean,A_median,A_q25,A_q75,A_min,A_max,A_std,Ap_c_mean,Ap_c_median,Ap_c_q25,Ap_c_q75,Ap_c_min,Ap_c_max,Ap_c_std,Ap_n_mean,Ap_n_median,Ap_n_q25,Ap_n_q75,Ap_n_min,Ap_n_max,Ap_n_std,r_mean,r_median,r_q25,r_q75,r_min,r_max,r_std,R_mean,R_median,R_q25,R_q75,R_min,R_max,R_std,f_mean,f_median,f_q25,f_q75,f_min,f_max,f_std,F_mean,F_median,F_q25,F_q75,F_min,F_max,F_std,a_mean,a_median,a_q25,a_q75,a_min,a_max,a_std,total_STAT1_mean,total_pSTAT1_mean
69.25851703406813,1.154308617234469,253.0,253.0,253.0,253.0,253.0,253.0,NaN,6.0,6.0,6.0,6.0,6.0,6.0,NaN,9934.58645467496,9934.58645467496,9934.58645467496,9934.58645467496,9934.58645467496,9934.58645467496,NaN,1584.4135453250406,1584.4135453250406,1584.4135453250406,1584.4135453250406,1584.4135453250406,1584.4135453250406,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,711.0,711.0,711.0,711.0,711.0,711.0,NaN,6.0,6.0,6.0,6.0,6.0,6.0,NaN,2104.0,2104.0,2104.0,2104.0,2104.0,2104.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11525.0,11519.0
72.14428857715431,1.2024048096192386,237.0,237.0,237.0,237.0,237.0,237.0,NaN,4.073486977367768,4.073486977367768,4.073486977367768,4.073486977367768,4.073486977367768,4.073486977367768,NaN,9897.926513022632,9897.926513022632,9897.926513022632,9897.926513022632,9897.926513022632,9897.926513022632,NaN,1606.0,1606.0,1606.0,1606.0,1606.0,1606.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,680.0,680.0,680.0,680.0,680.0,680.0,NaN,6.0,6.0,6.0,6.0,6.0,6.0,NaN,2228.0,2228.0,2228.0,2228.0,2228.0,2228.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11508.0,11503.926513022632
75.03006012024048,1.250501002004008,226.0,226.0,226.0,226.0,226.0,226.0,NaN,6.686154322087745,6.686154322087745,6.686154322087745,6.686154322087745,6.686154322087745,6.686154322087745,NaN,9898.313845677912,9898.313845677912,9898.313845677912,9898.313845677912,9898.313845677912,9898.313845677912,NaN,1578.0,1578.0,1578.0,1578.0,1578.0,1578.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,647.0,647.0,647.0,647.0,647.0,647.0,NaN,6.0,6.0,6.0,6.0,6.0,6.0,NaN,2325.0,2325.0,2325.0,2325.0,2325.0,2325.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11483.0,11476.313845677912
77.91583166332666,1.2985971943887775,218.0,218.0,218.0,218.0,218.0,218.0,NaN,9.452610401550704,9.452610401550704,9.452610401550704,9.452610401550704,9.452610401550704,9.452610401550704,NaN,9880.54738959845,9880.54738959845,9880.54738959845,9880.54738959845,9880.54738959845,9880.54738959845,NaN,1568.0,1568.0,1568.0,1568.0,1568.0,1568.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,606.0,606.0,606.0,606.0,606.0,606.0,NaN,6.0,6.0,6.0,6.0,6.0,6.0,NaN,2444.0,2444.0,2444.0,2444.0,2444.0,2444.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11458.000000000002,11448.54738959845
80.80160320641282,1.346693386773547,207.0,207.0,207.0,207.0,207.0,207.0,NaN,5.722840640594567,5.722840640594567,5.722840640594567,5.722840640594567,5.722840640594567,5.722840640594567,NaN,9825.277159359406,9825.277159359406,9825.277159359406,9825.277159359406,9825.277159359406,9825.277159359406,NaN,1599.0,1599.0,1599.0,1599.0,1599.0,1599.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,575.0,575.0,575.0,575.0,575.0,575.0,NaN,5.0,5.0,5.0,5.0,5.0,5.0,NaN,2511.0,2511.0,2511.0,2511.0,2511.0,2511.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11430.0,11424.277159359406
83.687374749499,1.3947895791583167,198.0,198.0,198.0,198.0,198.0,198.0,NaN,5.942278204330753,5.942278204330753,5.942278204330753,5.942278204330753,5.942278204330753,5.942278204330753,NaN,9841.05772179567,9841.05772179567,9841.05772179567,9841.05772179567,9841.05772179567,9841.05772179567,NaN,1559.0,1559.0,1559.0,1559.0,1559.0,1559.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,532.0,532.0,532.0,532.0,532.0,532.0,NaN,5.0,5.0,5.0,5.0,5.0,5.0,NaN,2577.0,2577.0,2577.0,2577.0,2577.0,2577.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11406.000000000002,11400.05772179567
86.57314629258516,1.4428857715430863,184.0,184.0,184.0,184.0,184.0,184.0,NaN,10.88958257573142,10.88958257573142,10.88958257573142,10.88958257573142,10.88958257573142,10.88958257573142,NaN,9820.110417424268,9820.110417424268,9820.110417424268,9820.110417424268,9820.110417424268,9820.110417424268,NaN,1541.0,1541.0,1541.0,1541.0,1541.0,1541.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,510.0,510.0,510.0,510.0,510.0,510.0,NaN,5.0,5.0,5.0,5.0,5.0,5.0,NaN,2644.0,2644.0,2644.0,2644.0,2644.0,2644.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11372.0,11361.110417424268
89.45891783567134,1.4909819639278556,171.0,171.0,171.0,171.0,171.0,171.0,NaN,6.96595401023154,6.96595401023154,6.96595401023154,6.96595401023154,6.96595401023154,6.96595401023154,NaN,9777.034045989767,9777.034045989767,9777.034045989767,9777.034045989767,9777.034045989767,9777.034045989767,NaN,1559.0,1559.0,1559.0,1559.0,1559.0,1559.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,487.0,487.0,487.0,487.0,487.0,487.0,NaN,4.0,4.0,4.0,4.0,4.0,4.0,NaN,2695.0,2695.0,2695.0,2695.0,2695.0,2695.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11342.999999999998,11336.034045989767
92.34468937875752,1.5390781563126252,161.0,161.0,161.0,161.0,161.0,161.0,NaN,6.447286626663438,6.447286626663438,6.447286626663438,6.447286626663438,6.447286626663438,6.447286626663438,NaN,9733.552713373336,9733.552713373336,9733.552713373336,9733.552713373336,9733.552713373336,9733.552713373336,NaN,1583.0,1583.0,1583.0,1583.0,1583.0,1583.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,456.0,456.0,456.0,456.0,456.0,456.0,NaN,4.0,4.0,4.0,4.0,4.0,4.0,NaN,2708.0,2708.0,2708.0,2708.0,2708.0,2708.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11323.0,11316.552713373336
95.23046092184369,1.5871743486973948,154.0,154.0,154.0,154.0,154.0,154.0,NaN,5.822024238053739,5.822024238053739,5.822024238053739,5.822024238053739,5.822024238053739,5.822024238053739,NaN,9695.177975761946,9695.177975761946,9695.177975761946,9695.177975761946,9695.177975761946,9695.177975761946,NaN,1607.0,1607.0,1607.0,1607.0,1607.0,1607.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,431.0,431.0,431.0,431.0,431.0,431.0,NaN,3.0,3.0,3.0,3.0,3.0,3.0,NaN,2723.0,2723.0,2723.0,2723.0,2723.0,2723.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11308.0,11302.177975761946
98.11623246492987,1.6352705410821644,144.0,144.0,144.0,144.0,144.0,144.0,NaN,6.0,6.0,6.0,6.0,6.0,6.0,NaN,9694.713379552975,9694.713379552975,9694.713379552975,9694.713379552975,9694.713379552975,9694.713379552975,NaN,1587.2866204470247,1587.2866204470247,1587.2866204470247,1587.2866204470247,1587.2866204470247,1587.2866204470247,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,404.0,404.0,404.0,404.0,404.0,404.0,NaN,3.0,3.0,3.0,3.0,3.0,3.0,NaN,2729.0,2729.0,2729.0,2729.0,2729.0,2729.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,11288.0,11282.0
101.00200400801603,1.6833667334669338,132.0,132.0,132.0,132.0,132.0,132.0,NaN,18.941383530797037,18.941383530797037,18.941383530797037,18.941383530797037,18.941383530797037,18.941383530797037,NaN,9809.058616469203,9809.058616469203,9809.058616469203,9809.058616469203,9809.058616469203,9809.058616469203,NaN,1584.0,1584.0,1584.0,1584.0,1584.0,1584.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,381.0,381.0,381.0,381.0,381.0,381.0,NaN,2.0,2.0,2.0,2.0,2.0,2.0,NaN,2713.0,2713.0,2713.0,2713.0,2713.0,2713.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,11412.0,11393.058616469203
103.88777555110221,1.7314629258517034,125.0,125.0,125.0,125.0,125.0,125.0,NaN,9.682119618194541,9.682119618194541,9.682119618194541,9.682119618194541,9.682119618194541,9.682119618194541,NaN,9970.317880381806,9970.317880381806,9970.317880381806,9970.317880381806,9970.317880381806,9970.317880381806,NaN,1592.0,1592.0,1592.0,1592.0,1592.0,1592.0,NaN,0.0,0.0,0.0,0.0,0.0,0.0,NaN,352.0,352.0,352.0,352.0,352.0,352.0,NaN,3.0,3.0,3.0,3.0,3.0,3.0,NaN,2708.0,2708.0,2708.0,2708.0,2708.0,2708.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,11572.000000000002,11562.317880381806
106.77354709418837,1.779559118236473,113.0,113.0,113.0,113.0,113.0,113.0,NaN,11.0,11.0,11.0,11.0,11.0,11.0,NaN,10106.0,10106.0,10106.0,10106.0,10106.0,10106.0,NaN,1630.0,1630.0,1630.0,1630.0,1630.0,1630.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,423.0,423.0,423.0,423.0,423.0,423.0,NaN,4.0,4.0,4.0,4.0,4.0,4.0,NaN,2715.8548541738496,2715.8548541738496,2715.8548541738496,2715.8548541738496,2715.8548541738496,2715.8548541738496,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,11747.0,11736.0
109.65931863727455,1.8276553106212425,106.0,106.0,106.0,106.0,106.0,106.0,NaN,9.0,9.0,9.0,9.0,9.0,9.0,NaN,10273.416258040586,10273.416258040586,10273.416258040586,10273.416258040586,10273.416258040586,10273.416258040586,NaN,1642.5837419594122,1642.5837419594122,1642.5837419594122,1642.5837419594122,1642.5837419594122,1642.5837419594122,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,657.0,657.0,657.0,657.0,657.0,657.0,NaN,4.0,4.0,4.0,4.0,4.0,4.0,NaN,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,11924.999999999998,11915.999999999998
112.54509018036072,1.8757515030060121,100.0,100.0,100.0,100.0,100.0,100.0,NaN,18.0,18.0,18.0,18.0,18.0,18.0,NaN,10414.0,10414.0,10414.0,10414.0,10414.0,10414.0,NaN,1668.0,1668.0,1668.0,1668.0,1668.0,1668.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,860.0,860.0,860.0,860.0,860.0,860.0,NaN,4.0,4.0,4.0,4.0,4.0,4.0,NaN,2783.5868657081605,2783.5868657081605,2783.5868657081605,2783.5868657081605,2783.5868657081605,2783.5868657081605,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,12100.0,12082.0
115.4308617234469,1.9238476953907815,92.0,92.0,92.0,92.0,92.0,92.0,NaN,19.778017318541124,19.778017318541124,19.778017318541124,19.778017318541124,19.778017318541124,19.778017318541124,NaN,10538.221982681458,10538.221982681458,10538.221982681458,10538.221982681458,10538.221982681458,10538.221982681458,NaN,1691.0,1691.0,1691.0,1691.0,1691.0,1691.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,1108.0,1108.0,1108.0,1108.0,1108.0,1108.0,NaN,4.0,4.0,4.0,4.0,4.0,4.0,NaN,2836.0,2836.0,2836.0,2836.0,2836.0,2836.0,NaN,1.0,1.0,1.0,1.0,1.0,1.0,NaN,12249.0,12229.221982681458
