time_min,time_hours,IRF1_mRNA_sim1,IRF1_protein_sim1
352.064128256513,5.867735470941883,98.0,97454.65774456234
354.9498997995992,5.915831663326653,101.0,97491.0
357.8356713426854,5.963927855711423,100.0,97586.0
360.7214428857715,6.012024048096192,98.0,97634.0
363.60721442885773,6.060120240480962,95.0,97627.0
366.4929859719439,6.108216432865731,90.0,97465.0
369.3787575150301,6.156312625250501,86.0,97274.48245479865
372.26452905811624,6.2044088176352705,84.0,96911.45810521438
375.1503006012024,6.25250501002004,83.0,96562.0
378.0360721442886,6.30060120240481,80.0,96118.76295130674
380.92184368737475,6.348697394789579,76.0,95631.0
383.8076152304609,6.396793587174349,72.0,95099.0
386.6933867735471,6.4448897795591185,69.0,94480.99999999999
389.57915831663325,6.492985971943888,63.0,93652.13148047937
392.46492985971946,6.541082164328658,64.0,92762.99999999999
395.3507014028056,6.589178356713427,62.0,91966.0
398.23647294589176,6.637274549098197,60.0,91026.0
401.12224448897797,6.6853707414829655,57.0,90139.0
404.0080160320641,6.733466933867735,54.0,89194.0
406.8937875751503,6.781563126252505,54.0,88224.0
409.7795591182365,6.829659318637274,49.0,87206.1659271019
412.6653306613226,6.877755511022044,48.0,86095.63526981417
415.55110220440883,6.925851703406813,47.0,85115.01729396734
418.436873747495,6.973947895791583,45.0,84006.0
421.32264529058114,7.022044088176353,44.0,82864.91028742454
424.20841683366734,7.070140280561122,43.0,81739.0
427.0941883767535,7.118236472945892,42.0,80561.66793199509
429.9799599198397,7.166332665330661,42.0,79519.04188999365
432.86573146292585,7.214428857715431,38.0,78318.19400223887
435.751503006012,7.2625250501002006,37.0,77305.24849986291
438.6372745490982,7.31062124248497,37.0,76164.14091157744
441.52304609218436,7.35871743486974,34.0,75019.21598426008
444.40881763527057,7.406813627254509,33.0,73865.0
447.2945891783567,7.454909819639279,33.0,72727.90286429979
450.18036072144287,7.5030060120240485,32.0,71574.06390064316
453.0661322645291,7.551102204408818,29.0,70475.79135003647
455.9519038076152,7.599198396793587,26.0,69274.07089294548
458.8376753507014,7.647294589178356,23.0,68043.0
461.7234468937876,7.695390781563126,23.0,66767.0
464.60921843687373,7.7434869739478955,22.0,65514.0
467.49498997995994,7.791583166332665,22.0,64318.235965468004
470.3807615230461,7.839679358717435,21.0,62995.85482358527
473.26653306613224,7.887775551102204,21.0,61865.352351534
476.15230460921845,7.935871743486974,19.0,60620.0
479.0380761523046,7.9839679358717435,19.0,59449.0
481.9238476953908,8.032064128256513,19.0,58351.86105725992
484.80961923847696,8.080160320641282,18.0,57270.744044409774
487.6953907815631,8.128256513026052,17.0,56020.18650976764
490.5811623246493,8.176352705410821,16.0,54978.0
493.46693386773546,8.224448897795591,14.0,53918.543575739954
496.35270541082167,8.27254509018036,14.0,52773.0
499.2384769539078,8.32064128256513,14.0,51671.47953378233
502.12424849699397,8.3687374749499,13.0,50626.0
505.0100200400802,8.41683366733467,13.0,49588.68102880901
507.89579158316633,8.464929859719438,13.0,48570.0
510.7815631262525,8.513026052104209,13.0,47574.0
513.6673346693386,8.561122244488978,13.0,46630.0
516.5531062124248,8.609218436873748,13.0,45677.0
519.438877755511,8.657314629258517,12.0,44745.0
522.3246492985973,8.705410821643287,9.0,43754.0
525.2104208416833,8.753507014028056,9.0,42781.77824570919
528.0961923847696,8.801603206412826,9.0,41821.0
530.9819639278558,8.849699398797595,8.0,40868.287871780514
533.8677354709419,8.897795591182364,8.0,39955.0
536.7535070140281,8.945891783567134,8.0,38997.28909363011
539.6392785571143,8.993987975951903,6.0,38078.061466200685
542.5250501002004,9.042084168336673,5.0,37132.0
545.4108216432866,9.090180360721442,5.0,36250.0
548.2965931863728,9.138276553106213,5.0,35384.39646537367
551.1823647294589,9.186372745490981,5.0,34565.0
554.0681362725451,9.234468937875752,5.0,33701.87250598876
556.9539078156313,9.28256513026052,4.0,32905.0
559.8396793587175,9.330661322645291,2.0,32040.0
562.7254509018036,9.37875751503006,2.0,31183.33774828998
565.6112224448898,9.42685370741483,2.0,30368.0
568.496993987976,9.474949899799599,2.0,29596.0
571.3827655310621,9.52304609218437,2.0,28820.000000000004
574.2685370741483,9.571142284569138,2.0,28033.469141792742
577.1543086172345,9.619238476953909,2.0,27239.0
580.0400801603206,9.667334669338677,2.0,26512.0
582.9258517034068,9.715430861723448,2.0,25772.0
585.811623246493,9.763527054108216,2.0,25097.0
588.6973947895791,9.811623246492985,1.0,24413.165955024775
591.5831663326653,9.859719438877756,1.0,23756.0
594.4689378757515,9.907815631262524,1.0,23112.429604805584
597.3547094188377,9.955911823647295,1.0,22493.0
600.2404809619238,10.004008016032063,1.0,21859.0
603.12625250501,10.052104208416834,1.0,21267.260623342227
606.0120240480962,10.100200400801603,1.0,20706.0
608.8977955911823,10.148296593186373,1.0,20157.0
611.7835671342685,10.196392785571142,1.0,19642.0
614.6693386773547,10.244488977955912,1.0,19127.0
617.5551102204408,10.292585170340681,1.0,18633.0
620.440881763527,10.340681362725451,1.0,18102.112657874677
623.3266533066133,10.38877755511022,1.0,17628.656378519998
626.2124248496993,10.43687374749499,1.0,17158.186935953676
629.0981963927856,10.48496993987976,1.0,16713.786745887606
631.9839679358718,10.53306613226453,1.0,16258.0
634.869739478958,10.581162324649299,1.0,15831.0
637.7555110220441,10.629258517034069,1.0,15394.0
640.6412825651303,10.677354709418838,1.0,14951.0
643.5270541082165,10.725450901803606,1.0,14572.0
646.4128256513026,10.773547094188377,1.0,14187.0
649.2985971943888,10.821643286573146,1.0,13819.0
652.184368737475,10.869739478957916,1.0,13455.171765195737
655.0701402805611,10.917835671342685,1.0,13127.0
657.9559118236473,10.965931863727455,1.0,12785.0
660.8416833667335,11.014028056112224,1.0,12447.0
663.7274549098196,11.062124248496994,1.0,12114.0
666.6132264529058,11.110220440881763,1.0,11827.0
669.498997995992,11.158316633266534,1.0,11498.0
672.3847695390782,11.206412825651302,1.0,11194.0
675.2705410821643,11.254509018036073,1.0,10866.0
678.1563126252505,11.302605210420841,1.0,10608.000000000002
681.0420841683367,11.350701402805612,1.0,10322.338077339089
683.9278557114228,11.39879759519038,1.0,10089.0
686.813627254509,11.446893787575151,1.0,9829.597564450862
689.6993987975952,11.49498997995992,1.0,9568.149743024673
692.5851703406813,11.54308617234469,1.0,9350.0
695.4709418837675,11.591182364729459,1.0,9112.0
698.3567134268537,11.639278557114228,1.0,8876.0
701.2424849699398,11.687374749498998,1.0,8639.0
704.128256513026,11.735470941883767,1.0,8428.0
707.0140280561122,11.783567134268537,1.0,8232.0
709.8997995991984,11.831663326653306,1.0,7996.0
712.7855711422845,11.879759519038076,1.0,7813.0
715.6713426853707,11.927855711422845,1.0,7611.0
718.557114228457,11.975951903807616,1.0,7425.0
721.442885771543,12.024048096192384,1.0,7248.0
724.3286573146293,12.072144288577155,1.0,7065.0
727.2144288577155,12.120240480961924,1.0,6892.0
730.1002004008016,12.168336673346694,1.0,6739.0
732.9859719438878,12.216432865731463,1.0,6611.0
735.871743486974,12.264529058116233,1.0,6449.0
738.7575150300602,12.312625250501002,1.0,6270.0
741.6432865731463,12.360721442885772,1.0,6118.0
744.5290581162325,12.408817635270541,1.0,5981.0
747.4148296593187,12.45691382765531,1.0,5851.0
750.3006012024048,12.50501002004008,1.0,5719.0
753.186372745491,12.553106212424849,1.0,5565.0
756.0721442885772,12.60120240480962,1.0,5442.0
758.9579158316633,12.649298597194388,1.0,5305.0
761.8436873747495,12.697394789579159,1.0,5186.0
764.7294589178357,12.745490981963927,1.0,5083.0
767.6152304609218,12.793587174348698,1.0,4963.0
770.501002004008,12.841683366733466,1.0,4861.0
773.3867735470942,12.889779559118237,1.0,4748.0
776.2725450901804,12.937875751503006,1.0,4628.0
779.1583166332665,12.985971943887776,1.0,4553.0
782.0440881763527,13.034068136272545,1.0,4444.0
784.9298597194389,13.082164328657315,1.0,4361.0
787.815631262525,13.130260521042084,1.0,4279.0
790.7014028056112,13.178356713426854,1.0,4193.0
793.5871743486974,13.226452905811623,1.0,4091.0
796.4729458917835,13.274549098196394,1.0,3998.0
799.3587174348697,13.322645290581162,1.0,3909.0
802.2444889779559,13.370741482965931,1.0,3810.0
805.130260521042,13.418837675350701,1.0,3726.3098529253875
808.0160320641282,13.46693386773547,1.0,3628.0
810.9018036072144,13.51503006012024,1.0,3539.0
813.7875751503007,13.56312625250501,1.0,3445.0
816.6733466933867,13.61122244488978,1.0,3365.0
819.559118236473,13.659318637274549,1.0,3302.0
822.4448897795592,13.707414829659319,1.0,3232.0
825.3306613226453,13.755511022044088,1.0,3160.0
828.2164328657315,13.803607214428858,0.0,3090.9999999999995
831.1022044088177,13.851703406813627,0.0,3006.9999999999995
833.9879759519038,13.899799599198397,0.0,2936.0
836.87374749499,13.947895791583166,0.0,2849.0
839.7595190380762,13.995991983967937,0.0,2753.0
842.6452905811623,14.044088176352705,0.0,2653.0
845.5310621242485,14.092184368737476,0.0,2578.9999999999995
848.4168336673347,14.140280561122244,0.0,2500.6149776656475
851.3026052104209,14.188376753507015,0.0,2419.0
854.188376753507,14.236472945891784,0.0,2349.0
857.0741482965932,14.284569138276552,0.0,2274.0
859.9599198396794,14.332665330661323,0.0,2206.0
862.8456913827655,14.380761523046091,0.0,2147.0
865.7314629258517,14.428857715430862,0.0,2083.0
868.6172344689379,14.47695390781563,0.0,2029.0
871.503006012024,14.525050100200401,0.0,1959.0
874.3887775551102,14.57314629258517,0.0,1901.0
877.2745490981964,14.62124248496994,0.0,1847.0
880.1603206412825,14.669338677354709,0.0,1805.0
883.0460921843687,14.71743486973948,0.0,1764.2362616312628
885.9318637274549,14.765531062124248,0.0,1712.0
888.8176352705411,14.813627254509019,0.0,1663.0
891.7034068136272,14.861723446893787,0.0,1616.0
894.5891783567134,14.909819639278558,0.0,1576.0
897.4749498997996,14.957915831663327,0.0,1529.0
900.3607214428857,15.006012024048097,0.0,1484.0
903.2464929859719,15.054108216432866,0.0,1437.2566521838744
906.1322645290581,15.102204408817636,0.0,1391.0
909.0180360721442,15.150300601202405,0.0,1350.0
911.9038076152304,15.198396793587174,0.0,1313.0
914.7895791583167,15.246492985971944,0.0,1273.0
917.6753507014027,15.294589178356713,0.0,1236.0
920.561122244489,15.342685370741483,0.0,1209.0
923.4468937875752,15.390781563126252,0.0,1174.0
926.3326653306614,15.438877755511022,0.0,1136.0
929.2184368737475,15.486973947895791,0.0,1100.0
932.1042084168337,15.535070140280562,0.0,1074.0
934.9899799599199,15.58316633266533,0.0,1057.0
937.875751503006,15.6312625250501,0.0,1036.0
940.7615230460922,15.67935871743487,0.0,1007.0
943.6472945891784,15.72745490981964,0.0,972.0
946.5330661322645,15.775551102204409,0.0,944.0
949.4188376753507,15.823647294589179,0.0,925.0000000000001
952.3046092184369,15.871743486973948,0.0,901.0
955.1903807615231,15.919839679358718,0.0,880.0
958.0761523046092,15.967935871743487,0.0,861.0
960.9619238476954,16.016032064128257,0.0,834.0
963.8476953907816,16.064128256513026,0.0,814.0
966.7334669338677,16.112224448897795,0.0,791.0
969.6192384769539,16.160320641282564,0.0,766.0
972.5050100200401,16.208416833667336,0.0,739.0
975.3907815631262,16.256513026052104,0.0,718.0
978.2765531062124,16.304609218436873,0.0,703.0
981.1623246492986,16.352705410821642,0.0,673.0
984.0480961923847,16.400801603206414,0.0,655.0
986.9338677354709,16.448897795591183,0.0,641.0
989.8196392785571,16.49699398797595,0.0,619.0
992.7054108216433,16.54509018036072,0.0,591.0
995.5911823647294,16.593186372745492,0.0,576.0
998.4769539078156,16.64128256513026,0.0,561.0
1001.3627254509018,16.68937875751503,0.0,547.0
1004.2484969939879,16.7374749498998,0.0,532.0
1007.1342685370741,16.78557114228457,0.0,524.0
1010.0200400801604,16.83366733466934,0.0,510.0
1012.9058116232464,16.881763527054108,0.0,499.0
1015.7915831663327,16.929859719438877,0.0,484.0
1018.6773547094189,16.977955911823646,0.0,473.0
1021.563126252505,17.026052104208418,0.0,460.0
1024.4488977955912,17.074148296593187,0.0,450.0
1027.3346693386773,17.122244488977955,0.0,436.0
1030.2204408817636,17.170340681362724,0.0,429.0
1033.1062124248497,17.218436873747496,0.0,417.0
1035.9919839679358,17.266533066132265,0.0,407.0
1038.877755511022,17.314629258517034,0.0,398.0
1041.7635270541082,17.362725450901802,0.0,383.0
1044.6492985971945,17.410821643286575,0.0,371.0
1047.5350701402806,17.458917835671343,0.0,357.0
1050.4208416833667,17.507014028056112,0.0,348.0
1053.306613226453,17.55511022044088,0.0,334.0
1056.192384769539,17.603206412825653,0.0,324.0
1059.0781563126252,17.65130260521042,0.0,312.0
1061.9639278557115,17.69939879759519,0.0,307.0
1064.8496993987976,17.74749498997996,0.0,300.0
1067.7354709418837,17.795591182364728,0.0,290.0
1070.62124248497,17.8436873747495,0.0,279.0
1073.5070140280561,17.89178356713427,0.0,272.0
1076.3927855711422,17.939879759519037,0.0,263.0
1079.2785571142285,17.987975951903806,0.0,253.0
1082.1643286573146,18.03607214428858,0.0,248.0
1085.0501002004007,18.084168336673347,0.0,241.0
1087.935871743487,18.132264529058116,0.0,233.99999999999997
1090.8216432865731,18.180360721442884,0.0,227.0
1093.7074148296592,18.228456913827657,0.0,217.0
1096.5931863727455,18.276553106212425,0.0,214.0
1099.4789579158316,18.324649298597194,0.0,212.0
1102.3647294589177,18.372745490981963,0.0,202.0
1105.250501002004,18.420841683366735,0.0,197.0
1108.1362725450902,18.468937875751504,0.0,192.0
1111.0220440881762,18.517034068136272,0.0,187.0
1113.9078156312626,18.56513026052104,0.0,184.0
1116.7935871743487,18.613226452905813,0.0,178.0
1119.679358717435,18.661322645290582,0.0,171.0
1122.565130260521,18.70941883767535,0.0,166.0
1125.4509018036072,18.75751503006012,0.0,162.0
1128.3366733466935,18.805611222444888,0.0,156.0
1131.2224448897796,18.85370741482966,0.0,153.0
1134.1082164328657,18.90180360721443,0.0,151.0
1136.993987975952,18.949899799599198,0.0,148.0
1139.879759519038,18.997995991983966,0.0,143.0
1142.7655310621242,19.04609218436874,0.0,136.0
1145.6513026052105,19.094188376753507,0.0,129.0
1148.5370741482966,19.142284569138276,0.0,126.0
1151.4228456913827,19.190380761523045,0.0,123.0
1154.308617234469,19.238476953907817,0.0,118.0
1157.194388777555,19.286573146292586,0.0,114.0
1160.0801603206412,19.334669338677354,0.0,111.0
1162.9659318637275,19.382765531062123,0.0,108.0
1165.8517034068136,19.430861723446895,0.0,104.0
1168.7374749498997,19.478957915831664,0.0,101.0
1171.623246492986,19.527054108216433,0.0,99.0
1174.5090180360721,19.5751503006012,0.0,97.0
1177.3947895791582,19.62324649298597,0.0,95.0
1180.2805611222445,19.671342685370742,0.0,93.0
1183.1663326653306,19.71943887775551,0.0,91.99999999999999
1186.0521042084167,19.76753507014028,0.0,89.0
1188.937875751503,19.81563126252505,0.0,86.0
1191.8236472945891,19.86372745490982,0.0,83.0
1194.7094188376755,19.91182364729459,0.0,81.0
1197.5951903807616,19.95991983967936,0.0,79.0
1200.4809619238476,20.008016032064127,0.0,77.0
1203.366733466934,20.0561122244489,0.0,74.0
1206.25250501002,20.104208416833668,0.0,69.0
1209.1382765531062,20.152304609218437,0.0,66.0
1212.0240480961925,20.200400801603205,0.0,66.0
1214.9098196392786,20.248496993987978,0.0,62.0
1217.7955911823647,20.296593186372746,0.0,57.0
1220.681362725451,20.344689378757515,0.0,56.0
1223.567134268537,20.392785571142284,0.0,54.0
1226.4529058116232,20.440881763527056,0.0,54.0
1229.3386773547095,20.488977955911825,0.0,52.0
1232.2244488977956,20.537074148296593,0.0,47.0
1235.1102204408817,20.585170340681362,0.0,44.0
1237.995991983968,20.63326653306613,0.0,43.0
1240.881763527054,20.681362725450903,0.0,43.0
1243.7675350701402,20.72945891783567,0.0,40.0
1246.6533066132265,20.77755511022044,0.0,40.0
1249.5390781563126,20.82565130260521,0.0,39.0
1252.4248496993987,20.87374749498998,0.0,39.0
1255.310621242485,20.92184368737475,0.0,38.0
1258.196392785571,20.96993987975952,0.0,36.0
1261.0821643286574,21.018036072144287,0.0,36.0
1263.9679358717435,21.06613226452906,0.0,36.0
1266.8537074148296,21.11422845691383,0.0,35.0
1269.739478957916,21.162324649298597,0.0,34.0
1272.625250501002,21.210420841683366,0.0,34.0
1275.5110220440881,21.258517034068138,0.0,34.0
1278.3967935871744,21.306613226452907,0.0,33.0
1281.2825651302605,21.354709418837675,0.0,33.0
1284.1683366733466,21.402805611222444,0.0,33.0
1287.054108216433,21.450901803607213,0.0,33.0
1289.939879759519,21.498997995991985,0.0,32.0
1292.8256513026051,21.547094188376754,0.0,31.0
1295.7114228456915,21.595190380761522,0.0,31.0
1298.5971943887776,21.64328657314629,0.0,29.0
1301.4829659318636,21.691382765531063,0.0,28.0
1304.36873747495,21.739478957915832,0.0,24.0
1307.254509018036,21.7875751503006,0.0,24.0
1310.1402805611222,21.83567134268537,0.0,24.0
1313.0260521042085,21.88376753507014,0.0,23.0
1315.9118236472946,21.93186372745491,0.0,23.0
1318.7975951903807,21.97995991983968,0.0,21.0
1321.683366733467,22.028056112224448,0.0,21.0
1324.569138276553,22.07615230460922,0.0,20.0
1327.4549098196392,22.12424849699399,0.0,20.0
1330.3406813627255,22.172344689378757,0.0,18.0
1333.2264529058116,22.220440881763526,0.0,18.0
1336.112224448898,22.268537074148295,0.0,18.0
1338.997995991984,22.316633266533067,0.0,17.0
1341.88376753507,22.364729458917836,0.0,16.0
1344.7695390781564,22.412825651302605,0.0,14.0
1347.6553106212425,22.460921843687373,0.0,14.0
1350.5410821643286,22.509018036072145,0.0,13.0
1353.426853707415,22.557114228456914,0.0,12.0
1356.312625250501,22.605210420841683,0.0,12.0
1359.198396793587,22.65330661322645,0.0,12.0
1362.0841683366734,22.701402805611224,0.0,11.0
1364.9699398797595,22.749498997995993,0.0,11.0
1367.8557114228456,22.79759519038076,0.0,10.0
1370.741482965932,22.84569138276553,0.0,10.0
1373.627254509018,22.893787575150302,0.0,9.0
1376.5130260521041,22.94188376753507,0.0,9.0
1379.3987975951904,22.98997995991984,0.0,9.0
1382.2845691382765,23.03807615230461,0.0,9.0
1385.1703406813626,23.08617234468938,0.0,9.0
1388.056112224449,23.13426853707415,0.0,8.0
1390.941883767535,23.182364729458918,0.0,8.0
1393.8276553106211,23.230460921843687,0.0,8.0
1396.7134268537075,23.278557114228455,0.0,8.0
1399.5991983967936,23.326653306613228,0.0,8.0
1402.4849699398796,23.374749498997996,0.0,7.0
1405.370741482966,23.422845691382765,0.0,6.0
1408.256513026052,23.470941883767534,0.0,6.0
1411.1422845691384,23.519038076152306,0.0,6.0
1414.0280561122245,23.567134268537075,0.0,6.0
1416.9138276553106,23.615230460921843,0.0,6.0
1419.799599198397,23.663326653306612,0.0,6.0
1422.685370741483,23.711422845691384,0.0,5.0
1425.571142284569,23.759519038076153,0.0,5.0
1428.4569138276554,23.80761523046092,0.0,5.0
1431.3426853707415,23.85571142284569,0.0,5.0
1434.2284569138276,23.903807615230463,0.0,5.0
1437.114228456914,23.95190380761523,0.0,5.0
1440.0,24.0,0.0,5.0
