time_min,time_hours,IRF1_mRNA_sim1,IRF1_mRNA_sim2,IRF1_mRNA_sim3,IRF1_mRNA_sim4,IRF1_mRNA_sim5,IRF1_mRNA_sim6,IRF1_mRNA_sim7,IRF1_mRNA_sim8,IRF1_mRNA_sim9,IRF1_mRNA_sim10,IRF1_mRNA_sim11,IRF1_mRNA_sim12,IRF1_mRNA_sim13,IRF1_mRNA_sim14,IRF1_mRNA_sim15,IRF1_mRNA_sim16,IRF1_mRNA_sim17,IRF1_mRNA_sim18,IRF1_mRNA_sim19,IRF1_mRNA_sim20,IRF1_mRNA_sim21,IRF1_mRNA_sim22,IRF1_mRNA_sim23,IRF1_mRNA_sim24,IRF1_mRNA_sim25,IRF1_mRNA_sim26,IRF1_mRNA_sim27,IRF1_mRNA_sim28,IRF1_mRNA_sim29,IRF1_mRNA_sim30,IRF1_mRNA_sim31,IRF1_mRNA_sim32,IRF1_mRNA_sim33,IRF1_mRNA_sim34,IRF1_mRNA_sim35,IRF1_mRNA_sim36,IRF1_mRNA_sim37,IRF1_mRNA_sim38,IRF1_mRNA_sim39,IRF1_mRNA_sim40,IRF1_mRNA_sim41,IRF1_mRNA_sim42,IRF1_mRNA_sim43,IRF1_mRNA_sim44,IRF1_mRNA_sim45,IRF1_mRNA_sim46,IRF1_mRNA_sim47,IRF1_mRNA_sim48,IRF1_mRNA_sim49,IRF1_mRNA_sim50,IRF1_mRNA_sim51,IRF1_mRNA_sim52,IRF1_mRNA_sim53,IRF1_mRNA_sim54,IRF1_mRNA_sim55,IRF1_mRNA_sim56,IRF1_mRNA_sim57,IRF1_mRNA_sim58,IRF1_mRNA_sim59,IRF1_mRNA_sim60,IRF1_mRNA_sim61,IRF1_mRNA_sim62,IRF1_mRNA_sim63,IRF1_mRNA_sim64,IRF1_mRNA_sim65,IRF1_mRNA_sim66,IRF1_mRNA_sim67,IRF1_mRNA_sim68,IRF1_mRNA_sim69,IRF1_mRNA_sim70,IRF1_mRNA_sim71,IRF1_mRNA_sim72,IRF1_mRNA_sim73,IRF1_mRNA_sim74,IRF1_mRNA_sim75,IRF1_mRNA_sim76,IRF1_mRNA_sim77,IRF1_mRNA_sim78,IRF1_mRNA_sim79,IRF1_mRNA_sim80,IRF1_mRNA_sim81,IRF1_mRNA_sim82,IRF1_mRNA_sim83,IRF1_mRNA_sim84,IRF1_mRNA_sim85,IRF1_mRNA_sim86,IRF1_mRNA_sim87,IRF1_mRNA_sim88,IRF1_mRNA_sim89,IRF1_mRNA_sim90,IRF1_mRNA_sim91,IRF1_mRNA_sim92,IRF1_mRNA_sim93,IRF1_mRNA_sim94,IRF1_mRNA_sim95,IRF1_mRNA_sim96,IRF1_mRNA_sim97,IRF1_mRNA_sim98,IRF1_mRNA_sim99,IRF1_mRNA_sim100,IRF1_protein_sim1,IRF1_protein_sim2,IRF1_protein_sim3,IRF1_protein_sim4,IRF1_protein_sim5,IRF1_protein_sim6,IRF1_protein_sim7,IRF1_protein_sim8,IRF1_protein_sim9,IRF1_protein_sim10,IRF1_protein_sim11,IRF1_protein_sim12,IRF1_protein_sim13,IRF1_protein_sim14,IRF1_protein_sim15,IRF1_protein_sim16,IRF1_protein_sim17,IRF1_protein_sim18,IRF1_protein_sim19,IRF1_protein_sim20,IRF1_protein_sim21,IRF1_protein_sim22,IRF1_protein_sim23,IRF1_protein_sim24,IRF1_protein_sim25,IRF1_protein_sim26,IRF1_protein_sim27,IRF1_protein_sim28,IRF1_protein_sim29,IRF1_protein_sim30,IRF1_protein_sim31,IRF1_protein_sim32,IRF1_protein_sim33,IRF1_protein_sim34,IRF1_protein_sim35,IRF1_protein_sim36,IRF1_protein_sim37,IRF1_protein_sim38,IRF1_protein_sim39,IRF1_protein_sim40,IRF1_protein_sim41,IRF1_protein_sim42,IRF1_protein_sim43,IRF1_protein_sim44,IRF1_protein_sim45,IRF1_protein_sim46,IRF1_protein_sim47,IRF1_protein_sim48,IRF1_protein_sim49,IRF1_protein_sim50,IRF1_protein_sim51,IRF1_protein_sim52,IRF1_protein_sim53,IRF1_protein_sim54,IRF1_protein_sim55,IRF1_protein_sim56,IRF1_protein_sim57,IRF1_protein_sim58,IRF1_protein_sim59,IRF1_protein_sim60,IRF1_protein_sim61,IRF1_protein_sim62,IRF1_protein_sim63,IRF1_protein_sim64,IRF1_protein_sim65,IRF1_protein_sim66,IRF1_protein_sim67,IRF1_protein_sim68,IRF1_protein_sim69,IRF1_protein_sim70,IRF1_protein_sim71,IRF1_protein_sim72,IRF1_protein_sim73,IRF1_protein_sim74,IRF1_protein_sim75,IRF1_protein_sim76,IRF1_protein_sim77,IRF1_protein_sim78,IRF1_protein_sim79,IRF1_protein_sim80,IRF1_protein_sim81,IRF1_protein_sim82,IRF1_protein_sim83,IRF1_protein_sim84,IRF1_protein_sim85,IRF1_protein_sim86,IRF1_protein_sim87,IRF1_protein_sim88,IRF1_protein_sim89,IRF1_protein_sim90,IRF1_protein_sim91,IRF1_protein_sim92,IRF1_protein_sim93,IRF1_protein_sim94,IRF1_protein_sim95,IRF1_protein_sim96,IRF1_protein_sim97,IRF1_protein_sim98,IRF1_protein_sim99,IRF1_protein_sim100
372.26452905811624,6.2044088176352705,30.0,28.0,56.0,50.0,29.0,23.0,69.0,21.0,53.0,13.0,47.0,2.0,3.0,37.0,10.0,18.0,28.0,9.0,76.0,10.0,37.0,10.0,1.0,32.0,16.0,3.0,31.0,5.0,64.0,20.0,32.0,16.0,10.0,72.0,7.0,31.0,20.0,20.0,7.0,14.0,5.0,36.0,53.0,17.0,35.0,7.0,34.0,77.0,36.0,6.0,17.0,3.0,47.0,26.0,32.0,2.0,10.0,26.0,54.0,6.0,35.0,25.0,25.0,59.0,55.0,4.0,60.0,17.0,12.0,6.0,27.0,9.0,39.0,16.0,27.0,29.0,11.0,28.0,12.0,54.0,13.0,42.0,43.0,25.0,95.0,36.0,64.0,20.999999999999996,37.0,36.0,63.0,24.0,52.0,17.0,7.0,31.0,39.0,78.0,53.0,16.0,18682.0,28288.198688521028,37564.0,33124.0,25366.0,15590.0,49242.36723767941,17484.81476016547,49704.0,13255.0,36069.0,5139.0,3744.0,24666.0,11778.0,18666.62895918083,15692.0,12092.0,53242.012327893266,14661.0,32491.791541084163,16296.0,3369.0,28795.0,12640.0,2924.0,28705.0,6533.0,53500.0,25067.0,22429.22420274181,12927.0,13226.0,51408.577623744175,8390.0,20724.0,13698.858918316893,11873.0,6435.0,22319.0,9048.0,36965.0,31384.0,18631.815028629724,19934.0,7950.820071001732,25048.0,60053.0,24482.0,11082.450623509003,28806.0,3818.0,30531.0,20570.0,25130.0,3234.0,11268.0,20849.0,29009.0,9233.0,24457.0,20838.0,31561.0,34453.0,40904.26735499079,6669.169198074911,37057.73474101619,11144.49593999912,13521.0,10516.0,28541.678375520016,9364.86029942103,30042.0,12022.0,17368.0,29397.0,21717.49315330357,22707.0,9690.0,30948.0,7801.0,44788.0,28537.0,21269.379743306166,62246.0,37432.0,47173.0,14857.999999999998,28757.0,36126.06352282706,42388.0,22223.0,37193.0,12997.0,5897.0,21168.0,28036.0,52233.0,36236.0,11750.0
375.1503006012024,6.25250501002004,29.0,28.0,54.00000000000001,50.0,28.0,22.0,69.0,22.0,50.0,13.0,46.0,2.0,3.0,35.0,10.0,16.0,27.0,8.0,74.0,10.0,38.0,9.0,1.0,31.0,16.0,3.0,30.0,5.0,67.0,20.0,35.0,14.0,10.0,75.0,5.999999999999999,30.0,20.0,17.0,9.0,13.0,5.0,35.0,54.0,17.0,35.0,7.0,34.0,76.0,33.0,6.0,17.0,3.0,46.0,25.0,29.0,3.0,10.0,25.0,57.0,4.0,34.0,25.000000000000004,22.0,63.0,55.0,4.0,60.0,14.0,11.0,5.0,26.0,11.0,39.0,14.999999999999998,33.0,28.0,10.0,28.0,11.0,55.0,12.999999999999998,45.0,41.0,24.0,93.0,34.0,61.0,20.0,35.0,35.0,64.0,24.0,52.0,18.0,7.0,31.0,37.0,75.0,53.0,17.0,18914.659576169823,28286.0,38051.25237752989,33584.29738741759,25472.174682490484,15747.0,49804.4370339056,17551.0,49647.0,13265.000000000002,36364.0,5047.0,3700.0,25008.0,11727.0,18604.861781072705,15987.0,11929.0,53882.0,14500.0,32620.000000000004,16087.0,3311.0,28892.0,12753.026206092653,2896.289675115813,28760.0,6479.142201666292,53729.087433247114,24923.0,22725.0,12997.553556618921,13163.853327920608,52079.83283694591,8309.0,21056.0,13864.0,12032.0,6518.0,22031.755144464387,8926.0,36943.0,32008.999999999996,18591.533842676145,20354.0,7914.449907657836,25414.0,60474.0,24831.0,10904.0,28470.0,3781.380638286216,31064.0,20687.0,25274.0,3230.0,11194.68107362405,20932.0,29715.0,9100.0,24694.0,20962.0,31262.0,35181.0,41286.0,6590.762686454982,37792.0,11265.0,13452.0,10380.166091902953,28520.195253408485,9404.0,30231.319977397226,12093.0,17699.0,29384.0,21399.361367913698,22876.0,9789.0,31634.0,7939.75149479976,44707.0,28934.0,21376.0,63152.0,37368.98673157771,47633.0,14980.0,28939.0,36172.44405012934,43068.00000000001,22272.402313519568,37620.0,13153.0,5933.0,21434.0,28300.0,52888.0,36775.0,11925.0
378.0360721442886,6.30060120240481,29.0,27.0,54.0,47.0,28.0,23.0,71.0,21.0,51.99999999999999,13.0,42.0,2.0,3.0,36.0,9.0,17.0,28.0,6.999999999999999,70.0,10.0,37.0,9.0,1.0,31.0,18.0,3.0,27.0,5.0,67.0,20.0,34.0,14.0,10.0,70.0,6.0,29.999999999999996,21.0,15.0,9.0,11.0,5.0,34.0,52.0,14.0,35.0,7.0,34.0,74.0,34.0,5.0,15.0,3.0,46.0,26.0,27.0,3.0,9.0,24.0,58.0,3.0,36.0,26.0,22.0,65.0,58.0,4.0,57.0,15.0,11.0,5.0,23.0,11.0,38.0,15.0,33.0,28.0,8.0,28.0,10.0,50.0,11.0,41.0,40.0,25.0,91.0,33.0,64.0,22.0,34.0,35.0,61.0,24.0,47.0,18.0,6.0,31.0,35.0,68.0,53.0,17.0,19196.0,28268.31690307644,38408.0,33985.0,25524.63795528283,15941.722792940302,50421.701150352164,17696.0,49601.0,13266.0,36578.20075688464,4951.0,3678.0,25285.0,11671.956856832772,18551.0,16380.0,11808.0,54322.93040788402,14369.0,32760.846653553865,15909.910037696867,3246.0,28912.0,12878.0,2892.0,28743.40051060165,6455.0,54043.0,24794.030044385436,22992.535703031135,13047.0,13045.8755250541,52684.0,8245.0,21324.0,14074.0,12119.0,6564.677430481331,21732.0,8777.0,36815.092086270655,32579.0,18536.989298938606,20791.0,7880.185369383142,25661.0,60947.0,25087.0,10758.0,28036.0,3763.0,31585.85509238289,20907.0,25316.0,3218.0,11155.525642599936,21005.0,30541.0,8988.0,24974.99956683443,21145.0,30940.0,35999.0,41607.0,6513.0,38430.0,11346.0,13436.995681751037,10253.620520207725,28488.445711937726,9401.0,30496.0,12141.0,18101.0,29346.0,21052.0,23024.0,9769.0,32247.0,8024.0,44778.0,29213.0,21451.0,63984.0,37235.0,48033.0,15176.0,29089.0,36126.0,43656.0,22281.421900692294,37963.0,13268.0,5939.0,21738.0,28456.0,53372.0,37242.0,12068.0
380.92184368737475,6.348697394789579,28.0,26.0,58.0,45.0,29.0,22.0,70.0,22.0,53.0,14.0,42.0,1.0,3.0,38.0,8.0,17.0,30.0,7.0,68.0,10.0,38.0,8.0,1.0,30.0,19.0,3.0,24.0,5.0,67.0,19.0,34.0,14.0,9.0,68.0,4.0,30.0,21.0,14.0,9.0,11.0,5.0,34.0,52.0,13.0,39.0,7.0,35.0,74.0,36.0,5.0,14.0,3.0,43.0,28.0,26.0,3.0,8.0,21.0,56.0,3.0,37.0,26.0,22.0,66.0,59.0,3.0,57.0,15.0,12.0,5.0,22.0,12.0,35.0,15.0,33.0,27.0,7.0,24.0,10.0,50.0,8.0,40.0,41.0,25.999999999999996,95.0,33.0,65.0,21.0,32.0,35.0,60.0,23.0,47.0,16.0,6.0,29.0,33.0,67.0,52.0,17.0,19541.0,28272.274918712134,38888.0,34347.0,25620.0,16117.023715376927,51005.0,17827.181600906457,49728.0,13310.0,36698.0,4854.0,3637.530909846136,25618.79291737277,11541.0,18462.0,16716.0,11650.0,54783.0,14267.457181411857,32859.0,15707.0,3156.0,28949.0,13031.0,2901.0,28747.0,6407.0,54407.01436465925,24650.075953396085,23307.0,13094.0,12933.0,53156.0,8146.0,21600.0,14295.0,12187.0,6652.0,21405.0,8695.0,36735.77927301448,33110.0,18388.0,21254.0,7875.0,25902.000000000004,61329.99999999999,25381.052733923992,10571.42678546159,27664.0,3748.0,32104.999999999996,21124.0,25381.0,3225.0,11084.0,21042.79282482617,31309.0,8832.0,25292.0,21290.0,30730.0,36744.0,42188.0,6415.485320649339,39035.0,11442.0,13365.0,10075.323360034055,28318.0,9428.0,30641.752346755893,12172.0,18507.0,29257.302174068987,20656.0,23062.0,9782.0,32766.0,8080.0,44608.0,29589.0,21586.264337177738,64729.86950964952,37091.6794253031,48483.0,15403.0,29157.0,36107.18817632037,44158.0,22347.0,38276.08757971992,13387.169891147962,5919.0,21990.681791773575,28587.998424725698,53798.0,37743.0,12233.0
383.8076152304609,6.396793587174349,25.0,24.0,59.0,47.0,28.0,20.0,71.0,21.0,52.0,14.0,44.0,1.0,3.0,38.0,8.0,16.0,30.0,6.0,67.0,10.0,41.0,7.0,1.0,31.0,19.0,4.0,24.0,4.0,69.0,19.0,35.0,14.0,9.0,65.0,4.0,30.0,21.0,12.0,9.0,11.0,5.0,33.0,55.0,11.0,40.0,6.0,39.0,73.0,36.0,5.0,14.0,3.0,44.0,28.0,25.0,3.0,8.0,21.0,53.0,3.0,37.0,24.0,20.0,67.0,59.0,3.0,56.0,16.0,13.0,5.0,21.0,10.0,33.0,15.0,33.0,25.0,7.0,22.0,10.0,50.0,10.0,39.0,40.0,27.0,94.0,31.0,61.0,20.0,33.0,33.0,56.0,22.0,48.0,14.000000000000002,5.0,28.0,34.0,66.0,48.0,17.0,19711.0,28242.87433148231,39343.0,34710.0,25657.0,16246.0,51571.0,17963.0,49779.0,13318.0,36790.12908086077,4715.0,3612.0,25947.0,11455.0,18416.0,17110.0,11516.0,55177.0,14166.0,32937.344935698835,15444.479334526752,3082.0,29005.0,13200.0,2907.0,28685.0,6358.000000000001,54824.0,24475.0,23668.0,13117.0,12828.0,53523.0,8012.0,21831.0,14498.0,12180.0,6742.0,21099.0,8605.164425726127,36676.0,33730.0,18197.980095001163,21787.000000000004,7855.359995205554,26238.884767355084,61684.0,25728.0,10426.798391125154,27214.0,3750.0,32337.86990732584,21356.0,25410.0,3219.0,11009.0,21047.405692795674,31883.999999999996,8646.0,25709.0,21376.0,30457.0,37581.0,42797.0,6313.59699953481,39558.0,11517.417289519493,13324.0,9940.0,28121.0,9472.0,30731.62458200165,12230.0,18855.160890595394,29176.0,20241.475295693934,23016.0,9823.0,33245.0,8103.0,44483.0,29879.000000000004,21726.0,65608.0,37013.0,48819.0,15523.36613174662,29207.0,36047.27278704452,44626.0,22324.0,38533.0,13392.0,5929.0,22157.822370716698,28712.51280482584,54119.49264716408,38068.22479917852,12401.072442722336
386.6933867735471,6.4448897795591185,23.0,22.0,59.0,47.0,25.0,20.0,71.0,19.0,53.0,14.0,44.0,1.0,3.0,37.0,8.0,17.0,33.0,6.0,69.0,9.0,44.0,5.999999999999999,1.0,32.0,19.0,4.0,24.0,4.0,75.0,17.0,37.0,13.0,9.0,67.0,4.0,29.999999999999996,21.0,11.0,9.0,11.0,5.0,29.0,55.0,8.0,42.0,6.0,40.0,74.0,35.0,5.0,13.0,3.0000000000000004,45.0,28.0,22.0,4.0,8.0,22.0,54.0,3.0,31.0,24.999999999999996,17.0,71.0,60.0,3.0,52.0,16.0,13.0,5.0,21.0,10.0,31.0,17.0,34.0,24.0,7.0,21.0,9.0,48.0,9.0,36.0,39.0,28.0,90.0,28.0,64.0,20.0,33.0,32.0,55.0,19.0,48.0,13.0,5.0,27.0,33.0,64.0,53.0,18.0,19855.000000000004,28129.0,39876.0,34916.0,25656.0,16332.9309428424,52106.0,17992.564088778017,49747.0,13359.0,36991.0,4620.0,3593.0,26233.0,11361.0,18363.0,17558.78000622906,11360.000000000002,55581.0,14044.0,33172.0,15212.067915924436,3010.0,29083.0,13403.0,2960.0,28526.974398819006,6317.0,55326.915256307984,24297.680376608143,24017.999999999996,13193.0,12690.0,53919.0,7899.0,22012.0,14728.0,12198.09450212907,6773.0,20852.0,8492.0,36504.97350789087,34326.0,17849.789362388794,22291.047370211887,7838.914234683462,26607.0,62051.0,25972.958487965476,10272.53695322559,26825.540505396242,3708.916809576214,32698.0,21546.0,25320.196616638565,3201.0,10908.0,21015.0,32452.891461140727,8476.837115501188,25924.664652576586,21516.0,30135.0,38436.0,43314.0,6220.846251203605,39983.0,11704.696093002574,13273.0,9785.045648919098,27934.0,9489.0,30752.904329117606,12318.000000000002,19160.713422758123,29040.0,19839.246150902436,22983.0,9807.0,33616.0,8137.0,44260.0,30181.0,21956.0,66354.0,36796.83105400945,49134.0,15623.000000000002,29263.0,35884.0,44836.99999999999,22353.0,38837.0,13423.0,5906.0,22260.0,28872.143005292175,54444.0,38342.0,12546.0
389.57915831663325,6.492985971943888,23.0,21.0,56.0,47.0,25.0,23.0,71.0,18.0,51.0,17.0,43.0,1.0,3.0,36.0,7.0,16.0,33.0,6.0,68.0,8.0,45.0,5.000000000000001,1.0,30.0,20.0,4.0,22.0,4.0,75.0,15.0,38.0,15.0,8.0,68.0,4.0,32.0,21.0,13.0,9.0,10.0,5.0,30.0,51.0,8.0,41.0,6.0,42.0,73.0,35.0,5.0,11.0,3.0,43.0,25.0,20.0,5.0,8.0,23.0,53.0,2.0,32.0,21.0,17.0,67.0,60.0,3.0,52.0,14.0,13.0,5.0,19.0,8.0,30.0,17.0,37.0,24.0,6.999999999999999,19.0,9.0,48.0,10.0,33.0,39.0,29.0,87.0,27.0,61.0,20.0,31.0,31.0,58.0,19.0,49.0,15.0,5.0,27.0,33.0,62.0,54.0,17.0,19871.0,27954.00746540736,40322.0,35252.184180165765,25590.352013731557,16495.0,52634.0,18032.0,49937.0,13390.0,37127.71253900508,4507.973675193049,3573.0,26506.0,11271.0,18352.0,17954.0,11193.0,55879.66429019645,13852.979592833946,33435.0,14949.0,2955.0,29156.0,13598.0,2988.0,28352.0,6236.0,55804.0,24080.0,24391.0,13219.0,12654.523713392566,54193.0,7799.0,22328.0,15015.0,12191.0,6827.0,20586.0,8391.146363904661,36265.87434614209,34895.0,17596.0,22913.000000000004,7774.0,27042.0,62371.0,26264.0,10105.860637139021,26419.0,3702.0000000000005,33002.0,21740.0,25153.67961096256,3204.0,10839.279843648274,21078.0,33094.0,8295.0,26084.0,21565.990456498374,29806.0,39265.0,43781.0,6183.995241654499,40385.0,11859.0,13316.422757827513,9629.315016041963,27722.0,9463.0,30766.366993292926,12433.0,19602.0,28894.0,19439.675055318083,22914.673291174044,9780.0,34033.0,8183.0,43936.0,30403.58980393481,22096.0,66997.0,36560.10769076709,49546.0,15774.048659055261,29386.658815658317,35808.56556126186,45190.66480154687,22232.0,39114.0,13411.0,5907.0,22326.0,29050.0,54668.0,38700.0,12742.557270893634
392.46492985971946,6.541082164328658,21.0,20.0,58.0,50.0,22.0,26.0,70.0,18.0,53.0,17.0,44.0,1.0,3.0,36.0,6.0,17.0,34.0,6.0,69.0,9.0,43.0,5.0,1.0,29.0,19.0,5.0,22.0,4.0,72.0,15.0,40.0,14.0,8.0,66.0,4.0,34.0,21.0,16.0,10.0,8.0,4.0,28.0,52.0,7.0,39.0,6.0,40.0,72.0,36.0,5.0,11.0,3.0,43.0,27.0,22.0,5.0,8.0,23.0,53.0,2.0,32.0,22.0,17.0,63.0,59.0,3.0,49.0,13.0,12.0,5.0,19.0,8.0,29.0,17.0,35.0,23.0,7.0,18.0,9.0,47.0,11.0,33.0,38.0,27.0,89.0,26.0,65.0,17.0,30.0,30.0,61.0,19.0,53.0,14.0,4.0,26.0,32.0,60.0,51.0,16.0,19900.0,27768.67698305954,40955.0,35656.0,25436.0,16828.0,53059.0,17998.0,49948.0,13477.0,37247.18230292827,4396.141957129148,3556.0,26723.0,11119.0,18278.0,18398.0,11036.0,56354.0,13714.421020687365,33705.0,14654.0,2913.0,29173.276485224796,13837.0,3057.0,28133.0,6169.882922843489,56294.0,23856.281764808402,24784.0,13282.679276755429,12574.0,54525.0,7711.0,22673.0,15201.633229270035,12229.0,6897.0,20241.0,8257.0,36114.0,35407.0,17277.0,23368.0,7749.0,27404.178617752452,62725.0,26417.0,9975.152836733696,25997.0,3682.0,33197.0,21866.0,24989.0,3263.0,10775.917316829427,21088.0,33626.0,8112.0,26230.0,21531.967528711208,29442.0,40053.81707084175,44245.823613125904,6078.950499160199,40667.0,11895.393281104825,13265.0,9478.878641492971,27481.793805710637,9417.957225629938,30677.0,12610.0,20031.0,28747.0,19092.0,22840.0,9774.0,34352.0,8245.0,43614.0,30547.684436173415,22312.0,67512.0,36255.09266939078,49875.0,15871.063269590813,29479.0,35626.82734779059,45580.343562336544,22168.0,39564.0,13481.0,5883.0,22451.0,29101.0,54800.0,39088.0,12875.0
395.3507014028056,6.589178356713427,22.0,19.000000000000004,57.0,51.0,22.0,29.0,70.0,18.0,53.0,20.0,44.0,1.0,3.0,35.0,6.0,17.0,34.0,6.0,69.0,7.0,40.0,2.0,1.0,28.0,18.0,5.0,20.0,4.0,73.0,14.0,44.0,14.0,8.0,66.0,4.0,31.0,21.0,19.0,10.0,8.0,4.0,25.0,50.0,7.0,39.0,5.0,40.0,72.0,36.0,4.0,10.0,2.0,44.0,28.0,25.0,5.0,8.0,23.0,54.00000000000001,2.0,33.0,25.0,16.0,64.0,60.0,3.0,49.0,11.0,12.0,5.0,18.0,7.0,29.0,17.0,35.0,23.0,7.0,19.0,10.0,49.0,12.0,32.0,37.0,28.0,93.0,25.0,63.0,17.0,28.0,30.0,63.0,18.0,53.0,14.0,4.0,25.0,31.0,59.0,55.0,16.0,19943.356135242677,27480.000000000004,41430.0,36143.0,25304.3741181749,17145.0,53386.0,17986.62163906761,50040.0,13707.0,37404.671973926146,4294.0,3559.0,26975.0,10957.2642393893,18205.0,18836.0,10872.316117723194,56660.0,13583.0,33847.0,14300.0,2879.0,29223.0,13988.0,3107.0,27904.0,6115.0,56773.0,23614.850100992455,25338.51286497983,13275.648839869427,12456.0,54791.0,7611.0,22978.0,15420.0,12343.0,7008.0,19898.27414311526,8109.999999999999,35845.17893221489,35802.0,17012.0,23843.0,7682.0,27749.0,63031.0,26740.0,9839.854888898106,25524.106599314182,3633.0,33508.0,22012.61968098151,24932.0,3315.0,10684.0,21177.0,34184.0,7932.0,26436.0,21615.341084355143,28974.0,40823.0,44629.0,5979.108749214537,41011.0,11922.0,13242.0,9345.0,27257.34032677935,9353.0,30626.0,12744.249187549818,20423.0,28566.84934215626,18743.0,22776.190145401517,9800.0,34720.6720958035,8385.0,43318.0,30664.622203355008,22412.0,68369.0,35935.58177679051,50262.0,15960.0,29363.0,35515.15992173231,46030.0,22048.97487551716,39954.0,13509.372365353816,5817.02114725723,22582.0,29188.30026660391,54860.0,39555.0,12987.0
398.23647294589176,6.637274549098197,24.0,19.0,62.0,52.0,22.0,28.999999999999996,68.0,17.0,56.0,22.0,41.0,2.0,3.0,38.0,6.0,17.0,34.0,4.0,68.0,7.0,35.0,1.0,1.0,29.0,17.0,6.0,19.0,5.0,75.0,13.0,44.0,12.0,8.0,66.0,4.0,32.0,23.0,21.0,10.0,8.0,4.0,22.0,50.0,7.0,39.0,5.0,40.0,73.0,35.0,4.0,10.0,2.0,43.0,28.0,26.0,6.0,8.0,24.0,52.0,2.0,33.0,27.0,16.0,67.0,59.0,2.0,48.0,11.0,12.0,5.0,17.0,9.0,28.0,17.0,35.0,23.0,7.0,18.0,10.0,50.0,13.0,31.0,36.0,28.0,91.0,24.0,59.0,17.0,28.0,27.0,66.0,18.0,54.00000000000001,15.0,4.0,24.0,32.0,59.0,53.0,15.0,19987.0,27217.009078246654,41825.0,36517.16626966977,25207.522218486756,17453.0,53848.146648957925,17918.83539237655,50144.0,13897.999999999998,37559.48736002232,4207.0,3547.0,27335.000000000004,10790.895739018819,18165.0,19285.0,10720.0,57004.0,13398.0,33923.0,13972.0,2828.0,29218.492332006455,14124.314065457525,3199.0,27630.0,6082.0,57353.0,23300.99307094228,25945.0,13225.0,12292.525222858316,55114.0,7526.0,23200.0,15605.0,12550.0,7057.0,19536.0,8003.0,35497.0,36193.0,16748.020510240425,24344.0,7600.0,28082.0,63196.0,27043.0,9611.0,25050.0,3587.0,33841.0,22115.0,24929.0,3393.0,10610.273636931764,21254.572346052024,34679.0,7732.197360792484,26625.0,21779.999999999996,28591.0,41535.3705872468,45082.0,5910.80368074882,41189.0,11913.0,13230.0,9226.066696035003,27000.0,9283.73137195981,30658.000640084527,12856.0,20897.432427288324,28510.318252320736,18403.0,22632.0,9811.0,35133.0,8510.0,42955.0,30780.000000000004,22524.0,69067.0,35605.0,50609.0,15984.365083499633,29347.472015637257,35387.732475035235,46630.0,21902.612990808117,40321.0,13575.580003384093,5757.0,22612.0,29233.0,55027.0,39979.645248849905,13094.0
401.12224448897797,6.6853707414829655,25.0,17.0,62.00000000000001,50.0,22.0,28.000000000000004,66.0,15.0,53.00000000000001,21.0,40.0,2.0,3.0,35.0,6.0,18.000000000000004,32.0,4.0,69.0,6.0,36.0,1.0,1.0,28.0,17.0,6.0,19.0,5.0,76.0,12.0,44.0,14.0,7.0,68.0,4.0,30.0,24.0,20.0,11.0,6.0,4.0,21.0,50.0,6.0,39.0,5.0,38.0,71.0,37.0,4.0,9.0,2.0,45.0,30.0,26.0,6.0,8.0,28.0,51.0,2.0,30.0,27.0,15.0,65.0,63.0,1.0,51.0,11.0,13.0,5.0,17.0,9.0,27.0,17.0,34.0,22.0,6.0,18.0,11.0,54.0,12.0,28.0,35.0,28.0,89.0,24.0,60.0,16.0,28.0,25.0,69.0,17.0,61.0,14.0,4.0,24.0,33.0,59.0,50.0,15.0,20136.0,26954.0,42509.0,36900.65261698701,25056.46686896097,17706.0,54133.0,17917.0,50193.0,14116.999999999998,37629.96131894832,4139.952721781637,3520.0,27609.939625723044,10646.65568248219,18148.0,19694.0,10577.873040119566,57319.0,13213.0,33971.0,13609.0,2771.0,29118.0,14140.999999999998,3240.9999999999995,27385.6856828407,6073.0,57837.0,23068.965383893206,26601.0,13204.0,12117.127279789665,55495.0,7441.0,23390.0,15840.0,12811.0,7174.0,19188.0,7891.0,35118.71676193028,36543.0,16450.400652498185,24831.0,7508.708654441174,28382.0,63460.0,27338.65376641258,9448.53568255043,24578.0,3556.0,34118.0,22312.0,24979.913691695212,3506.0,10565.0,21330.0,35098.0,7575.285074840978,26735.0,21949.434862497917,28188.0,42234.0,45500.23638270926,5807.0,41520.0,11896.42464712615,13275.0,9116.0,26685.904604156298,9259.0,30625.0,13012.437379915125,21302.0,28295.0,18063.0,22567.0,9861.0,35605.0,8625.0,42503.36952966059,30917.610729691285,22681.0,69651.0,35221.0,50790.62222510336,15931.0,29270.0,35109.88604237295,47238.0,21820.856607377376,40843.0,13588.0,5714.0,22630.245693854762,29348.604268347277,55106.0,40248.0,13222.030085348179
